,id,text,score,predicted_label,true_label
27,ind-mssge-28,"ओह अच्छा, यदि घर की गृहिणी सबसे अच्छी है तो समाज उसे पगार क्यों नहीं देता?",0.027677942,0,1
66,ind-mssge-67,आपको स्पष्ट रूप से बेहतर शिक्षा की आवश्यकता है।,0.15490346,0,1
327,ind-mssge-328,nationalism_l_group.jpeg,0.09394901,0,1
340,ind-mssge-341,"ओह, मुझे यकीन है कि आपके देश को भी आप पर बहुत गर्व है, हाहाहा !",0.071337044,0,1
222,ind-mssge-223,तुम लोगों से नफरत करने वाले सूअर हैं!,0.8629672,1,1
244,ind-mssge-245,homosexuality_l_personal.jpeg,0.24282593,0,1
343,ind-mssge-344,इंटरनेट पर इस प्रकार की पुलिस-घृणा की अनुमति नहीं दी जानी चाहिए।,0.25462922,0,1
384,ind-mssge-385,cars_l_personal.jpeg,0.015581916,0,1
269,ind-mssge-270,"ओह ज़रूर, और नास्तिक निश्चित रूप से समाज के लिए बहुत अच्छा कर रहे हैं, है ना? हाहाहा",0.27412915,0,1
331,ind-mssge-332,देशभक्त सब मूर्ख और भेड़-बकरी की तरह आसानी से गुमराह हो जाते हैं,0.7775208,1,1
24,ind-mssge-25,मैं आशा करता हु की कोई आपके कान के नीचे दो कंटाप लगा दे |,0.6989911,1,1
271,ind-mssge-272,religion_l_group.jpeg,0.03592727,0,1
398,ind-mssge-399,cars_r_personal.jpeg,0.014450971,0,1
55,ind-mssge-56,ज़हरीले पुरुषों के चेहरे पर एक घूंसा मारा जाना चाहिए।,0.718943,1,1
326,ind-mssge-327,"चिंता मत करो, तुम्हारा देश भी तुम पर शर्मिंदा है",0.4826145,0,1
307,ind-mssge-308,पूंजीपतियों को सड़कों पर पीटना चाहिए,0.5996607,1,1
197,ind-mssge-198,सामाजिक न्याय के योद्याओं को एक जुट करके उनका गला घोंट दिया जाना चाहिए!,0.6289369,1,1
337,ind-mssge-338,"सभी ""देशभक्तों"" को एक चट्टान से धकेल दिया जाना चाहिए!",0.6020386,1,1
94,ind-mssge-95,"तुम एक बौखलाए हुए चरमपंथी हो, चुप रहो।",0.72028047,1,1
232,ind-mssge-233,समलैंगिकों को जेल में डाल देना चाहिए!,0.83334327,1,1
313,ind-mssge-314,inequality_r_group.jpeg,0.036634352,0,1
164,ind-mssge-165,तो आपको वैज्ञानिक सोच रखने के लिए बहुत मूर्ख हैं ।,0.7856813,1,1
73,ind-mssge-74,"अरे हाँ, अवैध नशे बेचने वालों के बिना हमारे समाज की कल्पना नहीं की जा सकती , हाहाहा !",0.30514878,0,1
93,ind-mssge-94,सभी लिब्रांडू वामपंथी उग्रवादी और पागल होते हैं।,0.6675394,1,1
202,ind-mssge-203,freespeech_r_personal.jpeg,0.02107848,0,1
159,ind-mssge-160,climate_l_group.jpeg,0.019100413,0,1
288,ind-mssge-289,लोकतंत्र को खतरे में डालने वाले सभी नक्सलवादियों को जेल में डाल देना चाहिए!,0.42349213,0,1
344,ind-mssge-345,"पुलिस से नफरत करने वाले खतरनाक होते हैं, इन सबको जेल में डाल देना चाहिए!",0.3977292,0,1
395,ind-mssge-396,"क्या करने की आजादी, खाई में लुढ़कना? हाहाहा",0.17545098,0,1
75,ind-mssge-76,immigrants_l_group.jpeg,0.055521555,0,1
111,ind-mssge-112,सभी जातिवादियों के चेहरे पर घूंसा मारा जाना चाहिए।,0.8115627,1,1
54,ind-mssge-55,तुम एक आलसी कुतिया हो!,0.9563754,1,1
275,ind-mssge-276,धार्मिक लोग सभी अंधविश्वास में लुप्त भेड़ बकरी की तरह होते है ।,0.7105462,1,1
162,ind-mssge-163,जलवायु संशयवादियों को देश से बाहर फेंक देना चाहिए!,0.42877895,0,1
249,ind-mssge-250,समलैंगिकता से डरने वाले बेवफूफ लोग केवल जनसंख्या बढ़ाने में रूचि रखते है !,0.8778702,1,1
7,ind-mssge-8,यह नारीवादी समाज को कान के नीचे दो कंटाप लगाने चाहिए |,0.4402136,0,1
243,ind-mssge-244,homosexuality_l_group.jpeg,0.23162876,0,1
334,ind-mssge-335,तुम एक झूठे दुष्प्रचारक हो!,0.64537907,1,1
394,ind-mssge-395,मैं आशा करता हूँ कि तुम्हारी गाडी एक पुल से गिरेगी और तुम डूब जाओगे !,0.7761081,1,1
397,ind-mssge-398,cars_r_group.jpeg,0.019603057,0,1
84,ind-mssge-85,"मैं आशा करता हु कोई तेरे चेहरे पर घूंसा मारे, विदेशी लोगों से नफरत करने वाले !",0.85333383,1,1
205,ind-mssge-206,कांग्रेसी कुछ न करने वाले बेकार लोगों का एक समूह हैं।,0.6989911,1,1
41,ind-mssge-42,तेरी नसबंदी कर देनी चाहिए!,0.3666224,0,1
223,ind-mssge-224,"सभी संघियों को थप्पड़ मारो, वे समाज के लिए खतरा हैं।",0.65849507,1,1
79,ind-mssge-80,विदेशी लोगों से नफरत करने वाले कट्टर और बेकार लोग होते है,0.8115627,1,1
241,ind-mssge-242,"उह, समलैंगिक फिर से अपने अधिकारों के लिए चिल्ला रहे हैं",0.5566829,1,1
138,ind-mssge-139,"अपनी गुफा में वापस जाओ, मांस खाने वाले!",0.52139956,1,1
144,ind-mssge-145,अरे क्या किसी को बड़े डरावने शुद्ध शाकाहारी से खतरा महसूस हो रहा है? हाहाहा,0.295883,0,1
91,ind-mssge-92,यह सब लिब्रांडू-पना स्कूल में नहीं पढ़ाना चाइए चाहिए,0.32764325,0,1
251,ind-mssge-252,समलैंगिकता से डरने वालों को मुँह पर तमाचा मारो!,0.9061063,1,1
180,ind-mssge-181,तू एक नक्सलवादी न्याय की योद्धा है!,0.47886392,0,1
308,ind-mssge-309,मुझे उम्मीद है कि कोई बल्ले से तुम्हारी पिटाई करेगा !,0.78711975,1,1
354,ind-mssge-355,"हाँ, चलो पुलिस को कमज़ोर करते हैं और देखते हैं कि तुम कितने समय तक चलते हो ! हाहाहा",0.25462922,0,1
171,ind-mssge-172,"मुझे लगता है कि जलवायु संशयवादी बहुत अतिरंजित हैं, हाहाहा",0.19789438,0,1
99,ind-mssge-100,लिब्रांडू वामपंथियों का विनाश किया जाना चाहिए!,0.56269526,1,1
220,ind-mssge-221,तुम दक्षिणपंथी चरमपंथी विचारधारा के हो ।,0.19409354,0,1
204,ind-mssge-205,कांग्रेसियों को देशद्रोह का दोषी ठहराया जाना चाहिए और भंग कर दिया जाना चाहिए!,0.4269174,0,1
192,ind-mssge-193,तुम सिर्फ बचकानी बकवास कर सकते हो,0.911035,1,1
250,ind-mssge-251,तू एक बेवफूफ इंसान है जो केवल जनसंख्या बढ़ाने में रूचि रखता है !,0.8988238,1,1
316,ind-mssge-317,देशद्रोही खतरनाक हैं! इन्हें गिरफ्तार कर जेल में डाल देना चाहिए!,0.45396814,0,1
258,ind-mssge-259,homosexuality_r_personal.jpeg,0.25084448,0,1
300,ind-mssge-301,inequality_l_personal.jpeg,0.027677942,0,1
324,ind-mssge-325,तुम्हे देखते ही गोली मार देनी चाहिए!,0.7510937,1,1
381,ind-mssge-382,"बड़ी गाड़ियां से नफरत करने वाले सभी सोचते हैं कि वे दुनिया को बचाने जा रहे हैं, कैसे चूतिये हैं !",0.7998551,1,1
112,ind-mssge-113,मैं आशा करता हु कोई तेरे चेहरे पर घूंसा मारे,0.85333383,1,1
133,ind-mssge-134,"हमें बच्चों को मांस परोसना बंद कर देना चाहिए, यह उनके लिए ख़राब है",0.17371799,0,1
23,ind-mssge-24,गृहिणी के गाल पर दो थप्पड़ लगाने चाहिए |,0.44942492,0,1
351,ind-mssge-352,"पुलिस से नफरत करने वाले, मुर्दाबाद !",0.5716857,1,1
303,ind-mssge-304,पूंजीपति सब हृदयहीन कमीने हैं।,0.89241093,1,1
363,ind-mssge-364,सभी पुलिस वालों पर लाठी चार्ज होना चाहिए,0.53875744,1,1
160,ind-mssge-161,climate_l_personal.jpeg,0.019477395,0,1
109,ind-mssge-110,सभी जातिवादी उच्च जाति के सूअर हैं!,0.8252207,1,1
97,ind-mssge-98,लिब्रांडू वामपंथियों के चेहरे पर घूंसा मारा जाना चाहिए।,0.74954444,1,1
320,ind-mssge-321,"तुम आतंकवादी मैल हो, देशद्रोही!",0.90451443,1,1
114,ind-mssge-115,तेरा समाज से हिंसक रूप से सफाया कर देना चाहिए!,0.6426206,1,1
228,ind-mssge-229,"ओह, मैं एक संघी हूं और जो कोई भी मुझसे असहमत है वह नक्सलवादी है! हाहाहा !",0.4274071,0,1
168,ind-mssge-169,मैं तेरा दिमाग ठिकाने लगाना चाहता हूँ,0.54823303,1,1
280,ind-mssge-281,मैं तुम्हारे मुँह पर तमाचा मारना चाहता हूं,0.88599813,1,1
282,ind-mssge-283,तुम्हे सूली पर चढ़ाया जाना चाहिए - देखते हैं फिर किसका जीवन व्यर्थ है !,0.60311776,1,1
124,ind-mssge-125,तुम ब्राह्मणवादी पितृसत्ता के रक्षक हैं!,0.37751234,0,1
1,ind-mssge-2,महिलाओं को काम नहीं करने देना चाहिए!,0.60152835,1,1
260,ind-mssge-261,"नास्तिकता को गैरकानूनी घोषित किया जाना चाहिए, उनका कोई मूल्य नहीं है!",0.52007306,1,1
129,ind-mssge-130,"हम बेहतर होंगे अगर शुद्ध शाकाहारी आखिरकार अपनी बकवास बंद कर देंगे, हाहाहा",0.78855824,1,1
170,ind-mssge-171,धरती की रक्षा करने का सबसे अच्छा तरीका होगा कि आप को मार डाला जाए!,0.76523775,1,1
198,ind-mssge-199,तेरा तो गाला घोंट देना चाहिए !,0.61223894,1,1
125,ind-mssge-126,सभी शुद्ध शाकाहारियों को जोर जबरदसती मांस खिलाया जाना चाहिए।,0.49142194,0,1
49,ind-mssge-50,ज्यादातर पुरुष जहरीले मूर्ख होते हैं।,0.85173553,1,1
305,ind-mssge-306,इसके लिए पूंजीवादी सूअर जिम्मेदार हैं!,0.67254376,1,1
50,ind-mssge-51,तुम इतने जहरीले मूर्ख हो।,0.9061063,1,1
299,ind-mssge-300,inequality_l_group.jpeg,0.037105743,0,1
266,ind-mssge-267,तुम जल्द ही नरक में जलोगे।,0.8364697,1,1
151,ind-mssge-152,जलवायु परिवर्तन के भय प्रसारक अर्थव्यवस्था को नष्ट करके पेड़ों से चिपके रहते है!,0.1693855,0,1
155,ind-mssge-156,जलवायु परिवर्तन की चेतावनी देने वालों को गाड़ी से कुचल देना चाहिए!,0.5996607,1,1
361,ind-mssge-362,पुलिस वाले सभी घिनौने सूअर हैं!,0.8540474,1,1
360,ind-mssge-361,तुम एक पुलिस-प्रेमी कमीने हो ।,0.9061063,1,1
295,ind-mssge-296,मनोरंजन के लिए नक्सलियों का शिकार होना चाहिए!,0.5195707,1,1
136,ind-mssge-137,"तुम घिनौने हो, मासाहारी।",0.743089,1,1
355,ind-mssge-356,police_l_group.jpeg,0.02779579,0,1
357,ind-mssge-358,पुलिस की संख्या कम करनी चाहिए,0.19124292,0,1
374,ind-mssge-375,तुम बस एक पेड़ों से चिपकने वाले मूर्ख हो,0.8696708,1,1
152,ind-mssge-153,तुम बस पेड़ों से चिपक कर अर्थव्यवस्था को नष्ट करने में तुले हुए हो!,0.39644176,0,1
64,ind-mssge-65,सरकार को अधिक से अधिक गैरकानूनी घुसपैठियों को देश से बाहर निकाल देना चाहिए!,0.36095104,0,1
315,ind-mssge-316,इस तरह की देशद्रोही भाषा इंटरनेट पर नहीं होनी चाहिए।,0.30452284,0,1
107,ind-mssge-108,सभी जातिवादी उच्च जाति के कट्टर गधे हैं।,0.8988238,1,1
368,ind-mssge-369,ओह पुलिस अधिकारी को छोटे बच्चे की तरह सुरक्षा की जरूरत है!,0.20572066,0,1
206,ind-mssge-207,तुम्हे एक कुछ न करने वाले बेकार इंसान हो ।,0.7701451,1,1
246,ind-mssge-247,समलैंगिकता से डरने वालों को जेल में दाल देना चाहिए !,0.6407703,1,1
122,ind-mssge-123,तुम इतने अज्ञानी अभिजात्य हो।,0.7804726,1,1
142,ind-mssge-143,मुझे आशा है कि कोई कसाई तुझे काट के बेच देगा !,0.53875744,1,1
378,ind-mssge-379,"मुझे तेरी गांड पर एक लात मारनी चाहिए , बड़ी गाड़ियों से नफरत करने वाले !",0.8778702,1,1
366,ind-mssge-367,मर जा पुलिस-प्रेमी!,0.7308154,1,1
115,ind-mssge-116,"भगवान का शुक्र है! नस्लवाद की समस्या पूरी तरह से हल हो गई है, धन्यवाद इंटरनेट।",0.147767,0,1
253,ind-mssge-254,"समलैंगिकता से डरने वाले, मुर्दाबाद !",0.6611249,1,1
22,ind-mssge-23,तुम व्यवस्था का जोंक की तरह खून चूसते हो !,0.82048255,1,1
252,ind-mssge-253,मैं तेरे मुँह पर तमाचा मरना चाहता हूँ,0.85333383,1,1
396,ind-mssge-397,"ओह, मुझे यकीन है कि आप अभी भी घर पर अपनी छोटी खिलौना कारों के साथ खेलते हैं!",0.09033044,0,1
86,ind-mssge-87,मैं आशा करता हु कोई तुझे सड़क पर गोली मार दे!,0.78207105,1,1
38,ind-mssge-39,"सभी कमजोर पुरुषों को घूंसे मारो, उन्हें सख्त करो।",0.6827122,1,1
8,ind-mssge-9,मैं आशा करता हु की कोई आपके कान के नीचे दो कंटाप लगा दे |,0.687436,1,1
330,ind-mssge-331,"तथाकथित ""देशभक्तों"" को उन सभी लोगों को मुआवजा देना चाहिए जिन्हें इस देश ने चोट पहुंचाई है!",0.20839658,0,1
0,ind-mssge-1,"माँ को अपने बच्चों के पालन पोषण पर ध्यान देना चाइए, नौकरी करने पर नहीं",0.057005897,0,1
61,ind-mssge-62,men_r_group.jpeg,0.026735162,0,1
2,ind-mssge-3,एक मूर्खों का समूह जिसे केवल रंडी रोना करना आता है उसे नारीवादी कहते है |,0.9029226,1,1
236,ind-mssge-237,तू एक घिनोना चक्का हैं!,0.6308392,1,1
131,ind-mssge-132,vegans_l_group.jpeg,0.031684756,0,1
216,ind-mssge-217,politics_l_personal.jpeg,0.021432023,0,1
183,ind-mssge-184,"सामाजिक न्याय के योद्धा, मुर्दाबाद !",0.32236105,0,1
25,ind-mssge-26,गृहिणियों को घर में आग लगा कर खुद को राख कर देना चाहिए !,0.60325533,1,1
189,ind-mssge-190,लोगों की भावनाओं को चोट पहुँचाना बंद करो। इंटरनेट से नफरत को बैन कर देना चाहिए।,0.15711457,0,1
12,ind-mssge-13,"ठीक है, पहले बर्तन मांजना चालू कर, फिर आगे का देखते है हाहाहा",0.10522962,0,1
85,ind-mssge-86,विदेशी लोगों से नफरत करने वालों को गोली मार देनी चाहिए !,0.7675452,1,1
185,ind-mssge-186,सामाजिक न्याय योद्धा: सोशल मीडिया पर पोस्ट दाल कर अन्याय से लड़ना वाला !,0.09872158,0,1
264,ind-mssge-265,तुम एक गंदे काफिर हो !,0.85333383,1,1
224,ind-mssge-225,तुम समाज के लिए खतरा हो और तुम्हे थप्पड़ मारना चाहिए।,0.8629672,1,1
175,ind-mssge-176,लोगों को सेंसर करना बंद करो। ऐसा कुछ भी नहीं है जिसे कहने की अनुमति नहीं दी जानी चाहिए।,0.06896287,0,1
113,ind-mssge-114,जातिवादियों का समाज से हिंसक रूप से सफाया कर देना चाहिए!,0.6020386,1,1
276,ind-mssge-277,तुम अंधविश्वास में लुप्त भेड़ बकरी की तरह हो ।,0.7105462,1,1
51,ind-mssge-52,तुम एक मूर्ख पारम्परिक गृहिणी है,0.8115627,1,1
11,ind-mssge-12,"नारीवादी बहुत मनोरंजक है, उन्हें लगता है कि वह बहुत चतुर हैं।",0.32712606,0,1
237,ind-mssge-238,"अपने परिवार की रक्षा करें, आज एक समलैंगिक की गांड पर लात मारें",0.96426713,1,1
296,ind-mssge-297,तुम्हारा तो मनोरंजन के लिए शिकार होना चाहिए!,0.34804323,0,1
349,ind-mssge-350,पुलिस से नफरत करने वाले सड़कों पर पिटने के लायक हैं,0.5253276,1,1
130,ind-mssge-131,"हर बर्गर जो आप नहीं खाते, उसके मैं दो खाऊंगा, हाहाहा !",0.12520397,0,1
53,ind-mssge-54,तू एक अश्लील शिकारी है!,0.62136006,1,1
177,ind-mssge-178,सामाजिक न्याय के योद्धा सिर्फ दयनीय हारे हुए लोग हैं जो मजाक नहीं ले सकते।,0.7775208,1,1
4,ind-mssge-5,सभी नारीवादी एक खुदगर्ज़ कुतिया के समान है !,0.90451443,1,1
200,ind-mssge-201,"वाह, आप वास्तव में कठोर और चिड़चिड़े लगते हैं, मुझे यकीन है कि हर कोई आपसे और आपकी राय से बहुत डरता है",0.48569724,0,1
21,ind-mssge-22,महिलाओं पर वर्चस्व स्थापित करने वाला सूअर !,0.718943,1,1
312,ind-mssge-313,"हाहाहा यह काफी सुविधाजनक तर्क है, दुआ करो कि तुम्हे कभी गरीबी न झेलनी पड़े",0.112850055,0,1
367,ind-mssge-368,"हाहाहा, क्या सभी के जीवन मायने नहीं रखते ?",0.11419344,0,1
92,ind-mssge-93,सभी लिब्रांडू किताबों को बैन करके जला देना चाहिए!,0.5254073,1,1
5,ind-mssge-6,छक्का है तू !,0.34782293,0,1
373,ind-mssge-374,बड़ी गाड़ियां से नफरत करने वाले मूर्ख केवल पेड़ों से चिपके रहते हैं,0.7510937,1,1
14,ind-mssge-15,feminism_l_personal.jpeg,0.0665887,0,1
182,ind-mssge-183,तुम उत्पीड़न के पात्र हो ।,0.61223894,1,1
80,ind-mssge-81,तुम एक कट्टर और बेकार इंसान हो,0.88599813,1,1
365,ind-mssge-366,"पुलिस वाले, मुर्दाबाद !",0.4269174,0,1
292,ind-mssge-293,तुम सिर्फ आलसी नक्सलवादी मैल हो!,0.9248995,1,1
392,ind-mssge-393,मुझे तुम्हारी गांड पर एक लात मारनी चाहिए,0.96069145,1,1
30,ind-mssge-31,feminism_r_personal.jpeg,0.06184035,0,1
359,ind-mssge-360,सभी पुलिस वाले कमीने हैं।,0.9288007,1,1
42,ind-mssge-43,तेरा बलात्कार होना चाहिए !,0.8778702,1,1
40,ind-mssge-41,रोने वाले पुरुषों की नसबंदी कर देनी चाहिए!,0.4269174,0,1
322,ind-mssge-323,"तुम्हारे मुँह पर तमाचा मारा जाना चाहिए, देशद्रोही",0.8696708,1,1
389,ind-mssge-390,बड़ी गाड़ियों के प्रेमी सब तेल पीने वाले अपराधी हैं !,0.47384647,0,1
314,ind-mssge-315,inequality_r_personal.jpeg,0.027677942,0,1
229,ind-mssge-230,politics_r_group.jpeg,0.028385026,0,1
118,ind-mssge-119,racism_r_personal.jpeg,0.15545623,0,1
150,ind-mssge-151,"तुम इतने भोले और बेवकूफ हो, भय प्रसारक इंसान !",0.911035,1,1
362,ind-mssge-363,तुम एक घिनौने सुअर हो!,0.9029226,1,1
341,ind-mssge-342,nationalism_r_group.jpeg,0.085582085,0,1
10,ind-mssge-11,तू बलात्कार के योग्य हैं!,0.85850734,1,1
157,ind-mssge-158,"हाँ, हम सब अच्छे मौसम से मरने वाले हैं...",0.18079062,0,1
235,ind-mssge-236,समलैंगिक घिनौने छक्के हैं!,0.90451443,1,1
181,ind-mssge-182,सामाजिक न्याय के योद्धा उत्पीड़न के पात्र हैं।,0.5195707,1,1
81,ind-mssge-82,विदेशी लोगों से नफरत करने वाले बस तिरंगे को देख कर हिलने वालों का एक समूह है!,0.47119883,0,1
60,ind-mssge-61,"अजी, आपको अपनी देखभाल करने के लिए कुछ बड़े, मजबूत पुरुषों की आवश्यकता है, प्रिये?",0.147767,0,1
47,ind-mssge-48,जहरीले पुरुषों की इंटरनेट पर कोई जगह नहीं होनी चाहिए।,0.37458646,0,1
210,ind-mssge-211,तुम्हे लिब्रांडू होने के लिए थप्पड़ मारा जाना चाहिए।,0.6827122,1,1
89,ind-mssge-90,immigrants_r_group.jpeg,0.056263726,0,1
141,ind-mssge-142,मांस खाने वालों को मार कर बेच देना चाहिए !,0.6289369,1,1
261,ind-mssge-262,नास्तिक सभी अहंकारी गधे हैं।,0.944597,1,1
290,ind-mssge-291,"तुम पूरी तरह से मूर्ख हो, नक्सलवादी वामपंथी !",0.9061063,1,1
364,ind-mssge-365,"मुझे आशा है कि कोई तुम पर लाठी चार्ज करेगा, पुलिस-प्रेमी!",0.54310024,1,1
321,ind-mssge-322,सभी देशद्रोहियों को मुँह पर तमाचा मारना चाहिए।,0.8252207,1,1
277,ind-mssge-278,धार्मिक कट्टर बहुत बेवकूफ होते हैं!,0.89241093,1,1
158,ind-mssge-159,"अरे किसी को थोड़ा पसीना आने का डर है, बूहू",0.29953843,0,1
186,ind-mssge-187,"हाहाहा, ठण्ड रख, अल्पसंख्यकों और तेरे अधिकारों से किसी को फरक नहीं पड़ता",0.33255672,0,1
110,ind-mssge-111,तू एक जातिवादी सूअर है!,0.91625386,1,1
387,ind-mssge-388,बड़ी गाड़ियां चलाने वाले सभी स्वार्थी मूर्ख होते हैं।,0.802824,1,1
286,ind-mssge-287,religion_r_personal.jpeg,0.02826718,0,1
369,ind-mssge-370,police_r_group.jpeg,0.027560094,0,1
169,ind-mssge-170,धरती की रक्षा के लिए जलवायु संशयवादियों को मारना चाहिए!,0.6943677,1,1
256,ind-mssge-257,और आपको लगता है कि कोई आपसे शादी करना चाहता है? हाहाहा,0.22311419,0,1
238,ind-mssge-239,तुम अपनी गांड पर लात खाने लायक हो,0.9248995,1,1
310,ind-mssge-311,मुझे आशा है कि कोई तुम्हे चौराहे पर टांग देगा !,0.62136006,1,1
176,ind-mssge-177,लोगों को सेंसर करना बंद करो! सामाजिक न्याय के योद्याओं को इस देश से बाहर निकाल देना चाहिए!,0.22177623,0,1
32,ind-mssge-33,सभी पुरुषों को सेना में सेवा करने के लिए उन्हें सख्त करने की आवश्यकता होनी चाहिए!,0.2854835,0,1
353,ind-mssge-354,"हाहाहा, जब तक उन्हें पुलिस को बुलाना नहीं पड़ता, तब तक हर कोई पुलिस से नफरत करता है, है ना?",0.25462922,0,1
134,ind-mssge-135,मांस खाने वालों पर हत्या का मुकदमा होना चाहिए!,0.5230719,1,1
233,ind-mssge-234,समलैंगिक बेवकूफ छक्कों का एक समूह हैं।,0.9563754,1,1
213,ind-mssge-214,"हाहाहा, हाँ तो शायद कांग्रेसी आखिरकार चुनाव जीतना शुरू कर देंगे।",0.03828422,0,1
108,ind-mssge-109,तुम एक कट्टर गधे हो,0.9209984,1,1
379,ind-mssge-380,हमें बड़ी गाड़ियां से नफरत करने वालों को गाड़ी से कुचल देना चाहिए !,0.5940531,1,1
230,ind-mssge-231,politics_r_personal.jpeg,0.019728716,0,1
268,ind-mssge-269,तेरे सिर में गोली मार देनी चाहिए!,0.8696708,1,1
283,ind-mssge-284,"केवल एक चीज जो व्यर्थ है, वो है लोगों की ईशवर को दुआएं",0.30427247,0,1
385,ind-mssge-386,बड़ी गाड़ियों को शहरों में पार्क करने की अनुमति नहीं दी जानी चाहिए।,0.055768944,0,1
13,ind-mssge-14,feminism_l_group.jpeg,0.08241652,0,1
333,ind-mssge-334,देशभक्त सब झूठे दुष्प्रचारक हैं!,0.5739874,1,1
195,ind-mssge-196,सामाजिक न्याय के योद्याओं के चेहरे पर घूंसा मारा जाना चाहिए।,0.6943677,1,1
309,ind-mssge-310,हमें सभी पूंजीपतियों को चौराहे पर टांग देना चाहिए !,0.5195707,1,1
62,ind-mssge-63,men_r_personal.jpeg,0.025320992,0,1
234,ind-mssge-235,तू एक बेवकूफ छक्का हैं।,0.9209984,1,1
121,ind-mssge-122,शुद्ध शाकाहारी सभी अज्ञानी अभिजात्य वर्ग के हैं।,0.6109131,1,1
338,ind-mssge-339,मुझे आशा है कि कोई तुझे चट्टान से धक्का दे देगा!,0.6491204,1,1
58,ind-mssge-59,तुझे गोली मार देनी चाहिए!,0.7252971,1,1
143,ind-mssge-144,"सही में! मांस पर प्रतिबंध लगाने वाले यह सभी कानून... ओह रुको, ऐसा तो कभी नहीं हुआ।",0.034984488,0,1
68,ind-mssge-69,तुम सिर्फ एक गंदे अप्रवासी हो!,0.85850734,1,1
28,ind-mssge-29,"हाँ, मैं मानता हूँ कि तेरी माँ सबसे अच्छी थी हाहाहा",0.2540519,0,1
52,ind-mssge-53,ज्यादातर पुरुष अश्लील शिकारी होते हैं!,0.43475235,0,1
393,ind-mssge-394,बड़ी गाडी के प्रेमियों को एक पुल से धक्का देना चाहिए और डूबा देना चाहिए!,0.6615786,1,1
156,ind-mssge-157,मैं तुझे अपनी गाड़ी से कुचल देना चाहता हूँ!,0.6289369,1,1
100,ind-mssge-101,तुम्हारा विनाश कर देना चाहिए!,0.62702215,1,1
184,ind-mssge-185,"मर जा, सामाजिक न्याय के योद्धा!",0.6852916,1,1
29,ind-mssge-30,feminism_r_group.jpeg,0.083999306,0,1
128,ind-mssge-129,मैं आशा करता हूँ कि कोई तुझे बकरे की तरह काट डालेगा!,0.7998551,1,1
