,id,text,score,predicted_label,true_label
426,col-mssge-427,"jaja Apuesto a que ni siquiera sabes manejar, así que ¿por qué te importa?",0.3416952,0,1
336,col-mssge-337,Los capitalistas son todos unos bastardos sin corazón.,0.78882504,1,1
296,col-mssge-297,¡Hay que ejecutar a todos los ateos!,0.779386,1,1
332,col-mssge-333,inequality_l_group.jpeg,0.03592727,0,1
63,col-mssge-64,Sólo deberíamos recibir a los inmigrantes legales,0.1893425,0,1
375,col-mssge-376,Tú eres una persona violenta que debería recibir un puñetazo en la cara.,0.85173553,1,1
225,col-mssge-226,Tú debes ser una especie de perdedora inútil.,0.87225974,1,1
229,col-mssge-230,A los de la Colombia Humana hay que sacarles la estupidez a puñetazos.,0.74954444,1,1
200,col-mssge-201,"¡Muere, guerrero de la justicia social!",0.44185185,0,1
162,col-mssge-163,Eres una alarmista idiota ingenua.,0.87225974,1,1
303,col-mssge-304,¡Las personas religiosas no son racionales y no se les debería permitir votar!,0.50789946,1,1
45,col-mssge-46,men_l_group.jpeg,0.02449606,0,1
371,col-mssge-372,"¡Los ""patriotas"" son todos unos mentirosos y propagandistas!",0.5935568,1,1
429,col-mssge-430,Las camionetas no deberían poder parquearse en las ciudades.,0.013885498,0,1
399,col-mssge-400,¡Todos los policías deberían estar encerrados!,0.31740165,0,1
423,col-mssge-424,¡Deberíamos atropellar a todos los que odian las camionetas!,0.70054704,1,1
18,col-mssge-19,Eres un machista,0.5935568,1,1
273,col-mssge-274,Tú eres una perdedora homofóbica e insegura.,0.8685752,1,1
214,col-mssge-215,Y no es mi problema si otros quieren golpearte en la cara.,0.56065804,1,1
355,col-mssge-356,Los traidores deberían ser identificados por lo que son: ¡escoria terrorista!,0.6798578,1,1
376,col-mssge-377,"¡Todos los ""patriotas"" deberían ser empujados por un barranco!",0.52547425,1,1
115,col-mssge-116,Tú eres una idiota intolerante.,0.9063489,1,1
138,col-mssge-139,¡Los veganos deberían ser acorralados y sacrificados como el ganado!,0.6827122,1,1
78,col-mssge-79,Los xenófobos no deberían ser tolerados en internet.,0.123468354,0,1
14,col-mssge-15,feminism_l_personal.jpeg,0.0665887,0,1
201,col-mssge-202,Guerreros de la Justicia Social: ¡luchando contra la injusticia un post a la vez!,0.013822667,0,1
191,col-mssge-192,Los mamertos son sólo unos patéticos perdedores que no pueden aceptar una broma.,0.7090544,1,1
1,col-mssge-2,¡Las mujeres no deberían poder trabajar!,0.5559701,1,1
206,col-mssge-207,¡Deja de hacer daño a la gente! La gente que difunde odio debería ir a la cárcel.,0.1269396,0,1
216,col-mssge-217,¡Deberían meterte en una cámara de gas!,0.70054704,1,1
160,col-mssge-161,Los alarmistas del cambio climático son idiotas ingenuos.,0.7922567,1,1
166,col-mssge-167,Los alarmistas del cambio climático deberían recibir un puñetazo en la cara.,0.74954444,1,1
79,col-mssge-80,¡Los xenófobos deberían perder su ciudadanía y ser expulsados del país!,0.38852,0,1
285,col-mssge-286,homosexuality_r_personal.jpeg,0.25084448,0,1
279,col-mssge-280,¡Muerte a todos los homofóbicos!,0.7940924,1,1
43,col-mssge-44,"Sí, necesitamos más hombres con las emociones de una niñita de 8 años jaja",0.1991664,0,1
184,col-mssge-185,¡La mejor manera de salvar el planeta sería matarte!,0.76197964,1,1
199,col-mssge-200,¡Muerte a todos los guerreros de la justicia social!,0.72028553,1,1
0,col-mssge-1,"Las mujeres deberían dedicarse a ser madres, en lugar de centrarse tanto en sus carreras.",0.011236899,0,1
141,col-mssge-142,"¡Por cada hamburguesa que no comas, me comeré dos! jaja",0.015519086,0,1
36,col-mssge-37,¡Tú eres claramente el resultado de genes débiles!,0.6407567,1,1
104,col-mssge-105,Deberían quitarte lo mamerta de un puñetazo en la cara.,0.76197964,1,1
433,col-mssge-434,Tú eres una imbécil egoísta.,0.9028068,1,1
69,col-mssge-70,¡Tú eres un sucia inmigrante!,0.88599813,1,1
24,col-mssge-25,Espero que alguien te golpee en la cara.,0.7998551,1,1
310,col-mssge-311,Quiero golpearte en la cara,0.8531945,1,1
188,col-mssge-189,climate_r_personal.jpeg,0.019477395,0,1
56,col-mssge-57,Tú deberías recibir un puñetazo en la cara.,0.82048255,1,1
231,col-mssge-232,¡Deberían pegarle un tiro a los izquierdistas de la Colombia Humana en cuanto los vean!,0.7299411,1,1
360,col-mssge-361,¡Los traidores deberían ser eliminados como plagas!,0.5225358,1,1
417,col-mssge-418,Tú eres un estúpido abraza-árboles,0.8032227,1,1
132,col-mssge-133,Eres una elitista ignorante.,0.71027446,1,1
281,col-mssge-282,¡Muérete homofóbica!,0.8364697,1,1
435,col-mssge-436,¡Tú eres un delincuente que consume mucha gasolina!,0.6407567,1,1
265,col-mssge-266,Uh oh los homosexuales están chillando por sus derechos de nuevo,0.37751234,0,1
326,col-mssge-327,Te mereces que te den una patada en el culo.,0.91625386,1,1
234,col-mssge-235,ooo soy un izquierdista de la Colombia Humana y cualquiera que no esté de acuerdo conmigo es un fascista! jaja,0.37392882,0,1
290,col-mssge-291,Tú eres una imbécil arrogante.,0.9191143,1,1
44,col-mssge-45,"Si cariño, ahora ve con tu mami y llora un poquito jaja",0.2396185,0,1
148,col-mssge-149,¡Los que comen carne son todos cavernícolas incivilizados!,0.5270482,1,1
320,col-mssge-321,Los izquierdistas comunistas son unos imbéciles totales,0.85173553,1,1
38,col-mssge-39,"Hay que golpear a todos los hombres débiles, para endurecerlos.",0.70934254,1,1
338,col-mssge-339,Tú eres una bastarda capitalista sin corazón.,0.87506694,1,1
441,col-mssge-442,¿Libertad para hacer qué? ¿Rodar en una canaleta? jaja,0.063027434,0,1
291,col-mssge-292,¡Los ateos son todos unos sucios incrédulos!,0.82048255,1,1
100,col-mssge-101,¡Tú eres un mamerto de lo políticamente correcto!,0.57787937,1,1
21,col-mssge-22,¡Cerdo machista!,0.802824,1,1
3,col-mssge-4,Idiota llorona,0.87225974,1,1
341,col-mssge-342,"¡Tú eres la culpable, cerda capitalista!",0.8634578,1,1
143,col-mssge-144,vegans_l_personal.jpeg,0.02920996,0,1
420,col-mssge-421,"¡Contrólate, cabrón odiador de las camionetas!",0.7967344,1,1
359,col-mssge-360,"Deberían darte un puñetazo en la cara, traidor",0.8696708,1,1
240,col-mssge-241,Tú eres un ideólogo de extrema derecha.,0.08874765,0,1
208,col-mssge-209,Tú sólo eres un troll infantil.,0.7218519,1,1
288,col-mssge-289,Los ateos son todos unos imbéciles arrogantes.,0.911035,1,1
304,col-mssge-305,Las personas religiosas son un montón de ovejas que obedecen a la Biblia.,0.48484445,0,1
425,col-mssge-426,"Los que odian a las camionetas creen que van a salvar el mundo, que tontos jaja",0.5130944,1,1
382,col-mssge-383,Este tipo de odio a la policía no debería estar permitido en internet.,0.0466155,0,1
346,col-mssge-347,"Los capitalistas son gente tan cálida y cariñosa, ¿no?",0.028149333,0,1
134,col-mssge-135,¡Tú eres un hippie sucio!,0.7827088,1,1
324,col-mssge-325,¡Sólo eres una escoria comunista perezosa!,0.8502231,1,1
236,col-mssge-237,politics_l_personal.jpeg,0.021432023,0,1
277,col-mssge-278,Hay que golpear a todos los homofóbicos,0.7820308,1,1
71,col-mssge-72,Deberías recibir un puñetazo en la cara.,0.78711975,1,1
97,col-mssge-98,"Tú eres un lunático extremista, cállate.",0.7804726,1,1
249,col-mssge-250,jaja Los del Centro Democrático son tan débiles que no pueden ganar elecciones a menos que hagan trampa.,0.2435641,0,1
262,col-mssge-263,Te mereces que te pateen el culo,0.9061063,1,1
345,col-mssge-346,¡Espero que alguien ponga tu cabeza en una pica!,0.6400273,1,1
300,col-mssge-301,religion_l_group.jpeg,0.03592727,0,1
411,col-mssge-412,¡aww pequeño bebé oficial de policía necesita protección!,0.028974265,0,1
260,col-mssge-261,¡Tú eres una maricona asqueroso!,0.96069145,1,1
370,col-mssge-371,Tú eres una borrega idiota.,0.9100384,1,1
95,col-mssge-96,¡Todos los libros mamertos deberían ser ilegales y quemados!,0.5195707,1,1
4,col-mssge-5,¡Todas las feministas son unas zorras consentidas!,0.8778702,1,1
287,col-mssge-288,"El ateísmo debería estar prohibido, ¡no tienen valores!",0.4269174,0,1
40,col-mssge-41,¡Los hombres llorones deberían ser castrados!,0.6863638,1,1
294,col-mssge-295,Todos los ateos arderán en el infierno.,0.7998551,1,1
374,col-mssge-375,"Todos los ""patriotas"" son violentos y deberían ser golpeados en la cara",0.7998551,1,1
258,col-mssge-259,¡Los homosexuales son maricones repugnantes!,0.96069145,1,1
144,col-mssge-145,"Deberíamos dejar de servir carne a los niños, es terrible para ellos",0.044883765,0,1
172,col-mssge-173,climate_l_group.jpeg,0.019226074,0,1
401,col-mssge-402,Tú eres un cabrón amante de los tombos.,0.72868866,1,1
181,col-mssge-182,Los escépticos del cambio climático deberían tener algo de sentido común.,0.050326355,0,1
347,col-mssge-348,"jaja esa es una lógica conveniente, mejor esperar que nunca termines pobre",0.07608539,0,1
192,col-mssge-193,Tú sólo eres un patético perdedor que no puede aceptar una broma.,0.7922567,1,1
189,col-mssge-190,Dejen de censurar a la gente. No hay NADA que no deba decirse.,0.024142517,0,1
393,col-mssge-394,"¡Muere, enemiga de la policía!",0.56065804,1,1
195,col-mssge-196,¡Tú eres un comunista mamerto!,0.7657292,1,1
219,col-mssge-220,freespeech_r_group.jpeg,0.028856417,0,1
210,col-mssge-211,¡Los guerreros de la libertad de expresión son sólo fascistas de mierda!,0.85173553,1,1
129,col-mssge-130,"Debería estar prohibido que los veganos tengan hijos, ¡es crueldad infantil!",0.37751234,0,1
286,col-mssge-287,La religión es importante y debería ser obligatoria en las escuelas.,0.017089844,0,1
363,col-mssge-364,"No te preocupes, tu país también se avergüenza de ti...",0.5130944,1,1
284,col-mssge-285,homosexuality_r_group.jpeg,0.23812068,0,1
271,col-mssge-272,Los homofóbicos son todos unos perdedores inseguros.,0.5739874,1,1
313,col-mssge-314,Deberías ser crucificada - ¡veamos quién tiene una vida vacía entonces!,0.6943677,1,1
316,col-mssge-317,religion_r_group.jpeg,0.03781283,0,1
130,col-mssge-131,Los veganos son todos unos elitistas ignorantes.,0.6308392,1,1
329,col-mssge-330,¡Tú deberías ser cazada por deporte!,0.2854699,0,1
342,col-mssge-343,Los capitalistas deberían ser golpeados en las calles,0.7016913,1,1
194,col-mssge-195,¡Todos los mamertos son comunistas peligrosos!,0.6149945,1,1
428,col-mssge-429,cars_l_personal.jpeg,0.015770407,0,1
330,col-mssge-331,¿Impuestos a los ricos? ¿Te refieres a la gente que realmente trabaja para vivir?,0.029327808,0,1
142,col-mssge-143,vegans_l_group.jpeg,0.031684756,0,1
168,col-mssge-169,¡Los alarmistas del clima deberían ser atropellados por camionetas!,0.7016913,1,1
232,col-mssge-233,¡Debería pegarte un tiro!,0.79145396,1,1
244,col-mssge-245,¡Tú eres una cerda intolerante!,0.88346136,1,1
22,col-mssge-23,¡Eres una mantenida!,0.4555076,0,1
427,col-mssge-428,cars_l_group.jpeg,0.019980038,0,1
169,col-mssge-170,¡Me gustaría atropellarte con mi camioneta!,0.70778835,1,1
391,col-mssge-392,¡Muerte a todos los que odian a la policía!,0.7799645,1,1
418,col-mssge-419,Tú eres una estúpida abraza-árboles,0.8204276,1,1
54,col-mssge-55,¡Eres una perra perezosa!,0.87506694,1,1
116,col-mssge-117,¡Todos los blancos racistas son cerdos!,0.8364697,1,1
400,col-mssge-401,Todos los policías son unos cabrones.,0.7827088,1,1
15,col-mssge-16,Las madres ama de casa deberían conseguir un trabajo de verdad.,0.23162876,0,1
96,col-mssge-97,Los de izquierda radical mamerta son todos lunáticos extremistas.,0.69164425,1,1
297,col-mssge-298,¡Deberían dispararte en la cabeza!,0.8245669,1,1
224,col-mssge-225,Tú debes ser una especie de perdedor inútil.,0.84251964,1,1
364,col-mssge-365,nationalism_l_group.jpeg,0.09394901,0,1
25,col-mssge-26,¡A las amas de casa deberían quemarlas con sus casas!,0.5940531,1,1
380,col-mssge-381,nationalism_r_group.jpeg,0.085582085,0,1
292,col-mssge-293,¡Tú eres un sucio incrédulo!,0.755201,1,1
307,col-mssge-308,¡Eres un estúpido de mierda!,0.9572807,1,1
131,col-mssge-132,Eres un elitista ignorante.,0.6798578,1,1
340,col-mssge-341,"¡Tú eres el culpable, cerdo capitalista!",0.8204276,1,1
51,col-mssge-52,Eres una tonta esposa trofeo.,0.7775208,1,1
177,col-mssge-178,Entonces tú debes ser demasiado estúpido para entender la ciencia.,0.802824,1,1
315,col-mssge-316,"Todavía crees en los cuentos de hadas, ¿verdad? jaja",0.02920996,0,1
111,col-mssge-112,Los racistas no deberían ser tolerados en internet.,0.11739369,0,1
339,col-mssge-340,¡Los cerdos capitalistas son los culpables!,0.66500133,1,1
356,col-mssge-357,"¡Eres escoria terrorista, traidor!",0.8131897,1,1
127,col-mssge-128,racism_r_personal.jpeg,0.15490346,0,1
233,col-mssge-234,"jaja sí, entonces tal vez los de la Colombia Humana finalmente empezar a ganar las elecciones.",0.02826718,0,1
385,col-mssge-386,Tú debes ser débil mentalmente.,0.7922567,1,1
65,col-mssge-66,La mayor parte de los inmigrantes no tiene educación.,0.46625584,0,1
253,col-mssge-254,La homosexualidad es un pecado y no debería hablarse de eso en las escuelas.,0.46186632,0,1
295,col-mssge-296,Pronto arderás en el infierno.,0.7105462,1,1
213,col-mssge-214,"Todos los guerreros de la ""libertad de expresión"" necesitan ser golpeados en la cara.",0.7488629,1,1
312,col-mssge-313,Deberías ser crucificado - ¡veamos quién tiene una vida vacía entonces!,0.6738745,1,1
34,col-mssge-35,Tú eres un total desperdicio de espacio.,0.6500014,1,1
415,col-mssge-416,¡Las camionetas son más seguras y deberían ser los únicos carros que se vendieran!,0.0077598775,0,1
85,col-mssge-86,¡Tú eres una nacionalista follabanderas!,0.7762574,1,1
381,col-mssge-382,nationalism_r_personal.jpeg,0.06500591,0,1
16,col-mssge-17,¡Las amas de casa que no pagan impuestos no deberían poder votar!,0.19124292,0,1
101,col-mssge-102,¡Tú eres una mamerta de lo políticamente correcto!,0.6308392,1,1
413,col-mssge-414,police_r_personal.jpeg,0.01859777,0,1
103,col-mssge-104,Deberían quitarte lo mamerto de un puñetazo en la cara.,0.8115627,1,1
334,col-mssge-335,"Los multimillonarios son los culpables de la pobreza, NADIE debería ser tan rico.",0.26957804,0,1
163,col-mssge-164,¡Los alarmistas del cambio climático son unos asquerosos abraza árboles que destruyen la economía!,0.5678696,1,1
241,col-mssge-242,Tú eres una ideóloga de extrema derecha.,0.10696511,0,1
176,col-mssge-177,Los escépticos del cambio climático son demasiado estúpidos para seguir la ciencia.,0.6675394,1,1
86,col-mssge-87,Los xenófobos deberían recibir un puñetazo en la cara.,0.7856813,1,1
27,col-mssge-28,"Oh sí, las amas de casa son las mejores. Por eso nadie les paga...",0.08795626,0,1
125,col-mssge-126,"Vaya, no sabía que fueras tan experto en racismo...",0.40243408,0,1
354,col-mssge-355,Tú eres una traidora idiota.,0.9028068,1,1
167,col-mssge-168,Mereces que te den un puñetazo en la cara,0.8299589,1,1
89,col-mssge-90,¡Espero que alguien te pegue un tiro en la calle!,0.7940924,1,1
419,col-mssge-420,¡Los bastardos que odian las camionetas tienen que controlarse!,0.5739874,1,1
52,col-mssge-53,¡La mayoría de los hombres son unos asquerosos depredadores!,0.68668073,1,1
92,col-mssge-93,immigrants_r_group.jpeg,0.056263726,0,1
55,col-mssge-56,Los hombres con masculinidad tóxica deberían ser golpeados en la cara.,0.6943677,1,1
357,col-mssge-358,"¡Eres escoria terrorista, traidora!",0.82974654,1,1
149,col-mssge-150,"¡Vuelve a tu cueva, come carne!",0.5678696,1,1
5,col-mssge-6,¡Eres un maricón!,0.9029226,1,1
99,col-mssge-100,¡Los de la brigada mamerta son todos matones de lo políticamente correcto!,0.5739874,1,1
26,col-mssge-27,¡Espero que alguien queme tu casa y mueras!,0.85173553,1,1
158,col-mssge-159,Hay que impedir que los alarmistas del cambio climático difundan mentiras,0.11316007,0,1
72,col-mssge-73,¡Los inmigrantes deberían ser exterminados como plagas!,0.85173553,1,1
197,col-mssge-198,Los mamertos merecen el acoso.,0.5885171,1,1
196,col-mssge-197,¡Tú eres una comunista mamerta!,0.7967344,1,1
59,col-mssge-60,"Oh sí, definitivamente necesitamos más hombres con masculinidad tóxica, son realmente buenos en todo...",0.23235008,0,1
175,col-mssge-176,¡Los escépticos del cambio climático deberían ser expulsados del país!,0.32020867,0,1
348,col-mssge-349,inequality_r_group.jpeg,0.03639866,0,1
386,col-mssge-387,"Los que odian a la policía son todos criminales, ¡¿por qué otro motivo querrían bajar el presupuesto de la policía?!",0.38406035,0,1
335,col-mssge-336,¡Los capitalistas deberían ir a la cárcel por defraudar a la sociedad de esta manera!,0.3486032,0,1
372,col-mssge-373,¡Tú eres un mentiroso y un propagandista!,0.67735565,1,1
88,col-mssge-89,¡Los xenófobos deberían ser sacados y fusilados!,0.70934254,1,1
408,col-mssge-409,¡Muerte a todos los policías!,0.83334327,1,1
226,col-mssge-227,¡Los de la Colombia Humana son todos unos bastardos comunistas!,0.85173553,1,1
261,col-mssge-262,"Protege a tu familia, patea el culo de un mariquita hoy",0.88599813,1,1
119,col-mssge-120,Los racistas deberían ser golpeados en la cara.,0.7940924,1,1
351,col-mssge-352,¡Los traidores son peligrosos! Deberían ser arrestados y encarcelados.,0.24493282,0,1
409,col-mssge-410,"¡Muere, amante de los tombos!",0.52547425,1,1
81,col-mssge-82,Tú eres un perdedor patético e intolerante.,0.8634578,1,1
159,col-mssge-160,¡Los alarmistas del cambio climático deberían ser expulsados del país!,0.30136615,0,1
227,col-mssge-228,¡Tú eres un bastardo comunista!,0.89108896,1,1
102,col-mssge-103,Los de izquierda radical mamerta necesitan un puñetazo en la cara.,0.8252207,1,1
444,col-mssge-445,cars_r_personal.jpeg,0.01426248,0,1
358,col-mssge-359,Todos los traidores deberían ser golpeados en la cara.,0.7867424,1,1
57,col-mssge-58,¡Deberían pegarle un tiro a los hombres con masculinidad tóxica!,0.7299411,1,1
164,col-mssge-165,¡Tú sólo eres un asqueroso abraza árboles que quiere destruir la economía!,0.7090544,1,1
308,col-mssge-309,¡Eres una estúpida de mierda!,0.9572807,1,1
397,col-mssge-398,police_l_personal.jpeg,0.019603057,0,1
124,col-mssge-125,"jaja ¡gracias a Dios! El problema del racismo está totalmente resuelto, gracias al internet.",0.05799546,0,1
23,col-mssge-24,Las madres que se quedan en casa deberían recibir un puñetazo en la cara.,0.7856813,1,1
205,col-mssge-206,Deja de hacer daño a la gente. El odio debería estar prohibido en internet.,0.028620722,0,1
75,col-mssge-76,¿Por qué estás tan obsesionado con los inmigrantes? ¿Eres algún tipo de depravado sexual? jaja,0.7418356,1,1
402,col-mssge-403,Tú eres un cabrona amante de los tombos.,0.7497506,1,1
280,col-mssge-281,¡Muérete homofóbico!,0.8252207,1,1
76,col-mssge-77,immigrants_l_group.jpeg,0.055521555,0,1
367,col-mssge-368,"¡Los llamados ""patriotas"" deberían pagar indemnizaciones a toda la gente a la que este país ha hecho daño!",0.23237456,0,1
254,col-mssge-255,¡Los homosexuales deberían ir a la cárcel!,0.6027529,1,1
98,col-mssge-99,"Tú eres una lunática extremista, cállate.",0.8032227,1,1
322,col-mssge-323,"Eres una imbécil total, izquierdista comunista",0.91372794,1,1
183,col-mssge-184,¡Los escépticos del cambio climático deberían ser asesinados para salvar el planeta!,0.6615786,1,1
389,col-mssge-390,Los que odian a la policía merecen ser golpeados en la calle.,0.7018109,1,1
270,col-mssge-271,¡Los homofóbicos deberían ir a la cárcel!,0.295883,0,1
396,col-mssge-397,police_l_group.jpeg,0.02826718,0,1
212,col-mssge-213,¡Tú sólo eres una fascista que tiene miedo de admitirlo!,0.6109131,1,1
32,col-mssge-33,¡Todos los hombres deberían estar obligados a hacer el servicio militar para endurecerse!,0.3389984,0,1
331,col-mssge-332,"La vida debe ser tan dura para ti. Toma, toma algunas limosnas...",0.19314334,0,1
366,col-mssge-367,"El patriotismo es dañino, no debería ser fomentado en las escuelas.",0.059727192,0,1
108,col-mssge-109,¡jaja que excusa tan conveniente para ser un perdedor!,0.5101222,1,1
68,col-mssge-69,¡Tú eres un sucio inmigrante!,0.85850734,1,1
152,col-mssge-153,¡Los comedores de carne deberían ser descuartizados y vendidos!,0.54744303,1,1
67,col-mssge-68,¡Los inmigrantes son ratas sucias!,0.9061063,1,1
424,col-mssge-425,¡Me gustaría atropellarte con mi camioneta!,0.70934254,1,1
237,col-mssge-238,Hay que impedir que los del Centro Democrático difundan mentiras,0.16851899,0,1
105,col-mssge-106,¡La izquierda radical mamerta debería ser exterminada!,0.6342749,1,1
73,col-mssge-74,¡Deberían exterminarte como a una plaga!,0.7510937,1,1
430,col-mssge-431,¡Las camionetas deberían estar prohibidas!,0.029917045,0,1
333,col-mssge-334,inequality_l_personal.jpeg,0.027677942,0,1
42,col-mssge-43,¡Deberían violarte!,0.8115627,1,1
174,col-mssge-175,Hay que impedir que los escépticos del cambio climático difundan mentiras.,0.115658075,0,1
293,col-mssge-294,¡Tú eres un sucia incrédula!,0.8204276,1,1
407,col-mssge-408,"Espero que alguien te electrocute, amante de los policías.",0.7675452,1,1
7,col-mssge-8,Las feministas deberían recibir un puñetazo en la cara.,0.8252207,1,1
242,col-mssge-243,¡Los del Centro Democrático son todos unos cerdos intolerantes!,0.7804726,1,1
64,col-mssge-65,¡El gobierno debería deportar a más inmigrantes!,0.3057765,0,1
387,col-mssge-388,"Debes ser un criminal, ¡¿por qué otro motivo querrías bajar el presupuesto de la policía?!",0.47020787,0,1
350,col-mssge-351,Un lenguaje antipatriótico como este no debería estar en internet.,0.048099842,0,1
443,col-mssge-444,cars_r_group.jpeg,0.019728716,0,1
114,col-mssge-115,Tú eres un idiota intolerante.,0.89108896,1,1
50,col-mssge-51,Tú eres un imbécil tóxico.,0.9045387,1,1
211,col-mssge-212,¡Tú sólo eres un fascista que tiene miedo de admitirlo!,0.5935568,1,1
147,col-mssge-148,"Tú eres repugnante, come carne.",0.8082062,1,1
276,col-mssge-277,¡Tú eres una reproductora de idiotas!,0.89108896,1,1
80,col-mssge-81,Los xenófobos son unos perdedores patéticos e intolerantes.,0.6500014,1,1
361,col-mssge-362,¡Deberían pegarte un tiro!,0.7820308,1,1
323,col-mssge-324,¡Los izquierdistas comunistas son todos una escoria perezosa!,0.7804726,1,1
133,col-mssge-134,¡Los veganos son un grupo de hippies sucios!,0.76523775,1,1
185,col-mssge-186,"Hmm, creo que los escépticos del cambio climático están muy sobrevalorados, jaja",0.06065326,0,1
