,ids,text,score,predicted_label,true_label,toxic,derogeratory
1895,phleng-mssge-300,inequality_l_group.jpeg,0.6475409865379333,1,1,0.056243885308504105,0.016035471111536026
406,indeng-mssge-8,Feminists should all be punched in the face.,0.8559569120407104,1,1,0.8559569120407104,0.7610844373703003
2300,usa-mssge-306,Capitalist pigs are the ones to blame!,0.8870276808738708,1,1,0.8870276808738708,0.4942249357700348
731,indeng-mssge-333,You are an idiotic sheep,0.9264053702354431,1,1,0.9264053702354431,0.07395276427268982
1277,phl-mssge-81,Isa kang kaawa-awa at talunang panatiko.,0.8561643958091736,1,1,0.010964912362396717,0.0
2152,usa-mssge-158,"Yes, we're all going to die from the nicer weather…",0.33557048439979553,0,1,0.20981356501579285,0.007179487496614456
81,gbr-mssge-82,Xenophobes are a bunch of nationalist idiots!,0.9117958545684814,1,1,0.9117958545684814,0.5772866010665894
1343,phl-mssge-147,vegans_r_personal.jpeg,0.05388471111655235,0,1,0.014621646143496037,0.003573743626475334
455,indeng-mssge-57,You should be punched in the face.,0.9463667869567871,1,1,0.7610949277877808,0.07395276427268982
1540,phl-mssge-344,Itong uri ng 'di pagtitiwala sa kapulisan ay 'di dapat payagan sa Internet.,0.8571428656578064,1,1,0.011965812183916569,0.003573743626475334
929,nig-mssge-132,vegans_l_group.jpeg,0.06603773683309555,0,1,0.014621646143496037,0.003573743626475334
1908,phleng-mssge-313,"Lol that's some convenient logic, better hope you never end up poor",0.18468420207500458,0,1,0.18468420207500458,0.022660383954644203
1909,phleng-mssge-314,inequality_r_group.jpeg,0.6475409865379333,1,1,0.030598891898989677,0.022660383954644203
252,gbr-mssge-253,I'd like to punch you in the face,0.9463667869567871,1,1,0.8371911644935608,0.0498749241232872
930,nig-mssge-133,vegans_l_personal.jpeg,0.05388471111655235,0,1,0.014621646143496037,0.003573743626475334
1994,phleng-mssge-399,cars_r_personal.jpeg,0.014621646143496037,0,1,0.014621646143496037,0.003573743626475334
878,nig-mssge-81,You are a feeble and obstinate loser.,0.8559569120407104,1,1,0.8559569120407104,0.05208257585763931
1491,phl-mssge-295,Karapat-dapat kang tadyakan.,0.6623376607894897,1,1,0.014621646143496037,0.003573743626475334
1487,phl-mssge-291,"Isa kang ganap na gunggong, ikaw na komunistang makakaliwa!",0.6097561120986938,1,1,0.40080150961875916,0.21183282136917114
1932,phleng-mssge-337,You're a violent person who should be punched in the face.,0.9933142066001892,1,1,0.8184567093849182,0.33428817987442017
1956,phleng-mssge-361,You're a police-loving bastard.,0.917354941368103,1,1,0.917354941368103,0.13765175640583038
912,nig-mssge-115,You should be violently purged from society!,0.8500000238418579,1,1,0.7176885604858398,0.3430231511592865
1066,nig-mssge-269,You should be shot in the head!,0.9917582273483276,1,1,0.8413805961608887,0.07395276427268982
2037,usa-mssge-43,You should be raped!,0.9933142066001892,1,1,0.8870276808738708,0.13765175640583038
364,gbr-mssge-365,"I hope someone tases you, police-lover",0.5947712659835815,1,1,0.17691931128501892,0.022660383954644203
557,indeng-mssge-159,"Aw someone's afraid of getting a little sweaty, boohoo",0.15932203829288483,0,1,0.11081142723560333,0.005186695139855146
2143,usa-mssge-149,Climate alarmists should be thrown out of the country!,0.5159010887145996,1,1,0.2898575961589813,0.06315944343805313
1463,phl-mssge-267,Malapit ka nang masunog sa impiyerno.,0.9210526347160339,1,1,0.09080997109413147,0.022660383954644203
661,indeng-mssge-263,You are an arrogant asshole.,0.9570417404174805,1,1,0.9570417404174805,0.0498749241232872
419,indeng-mssge-21,Housewives are blood-sucking parasites on the economy.,0.7929574847221375,1,1,0.7929574847221375,0.5311895608901978
624,indeng-mssge-226,Death to all Sanghis!,0.8561643958091736,1,1,0.7773767709732056,0.5992919206619263
813,nig-mssge-16,House-wives should really get something to do.,0.2142857164144516,0,1,0.016713427379727364,0.003573743626475334
1098,nig-mssge-301,inequality_l_personal.jpeg,0.014621646143496037,0,1,0.014621646143496037,0.003573743626475334
820,nig-mssge-23,You are a pest to society!,0.8275800943374634,1,1,0.8275800943374634,0.13765175640583038
1271,phl-mssge-75,Bakit masyadong kang interesado sa mga imigrante? Isa ka bang nagsasamantala sa iba? Lol,0.1769547313451767,0,1,0.17046523094177246,0.13765175640583038
763,indeng-mssge-365,"I hope someone lathi-charges you, police-lover!",0.5263158082962036,1,1,0.5160773396492004,0.07395276427268982
837,nig-mssge-40,You deserve a punch in the face.,0.9251337051391602,1,1,0.7929574847221375,0.07395276427268982
768,indeng-mssge-370,police_r_group.jpeg,0.20895522832870483,0,1,0.016713427379727364,0.008934381417930126
1855,phleng-mssge-260,Religion is important and should be required in schools.,0.9814285635948181,1,1,0.029414838179945946,0.01846064254641533
424,indeng-mssge-26,Stay-at-home mums should get their houses burned down and die!,0.9433946013450623,1,1,0.0187707357108593,0.4942249357700348
193,gbr-mssge-194,Free speech warriors are just shitposting fascists!,0.7773767709732056,1,1,0.7773767709732056,0.45523861050605774
376,gbr-mssge-377,"Get a fucking grip, you petrol car-hating bastard!",0.9676222801208496,1,1,0.9676222801208496,0.07395276427268982
1376,phl-mssge-180,Ang lahat ng mga SJW o social justice warriors ay mapanganib na komunista!,0.8238636255264282,1,1,0.4211765229701996,0.45523861050605774
906,nig-mssge-109,You are an obstinate asshole.,0.9570417404174805,1,1,0.9570417404174805,0.07395276427268982
1788,phleng-mssge-193,You're just a childish shitposter.,0.9071762561798096,1,1,0.9071762561798096,0.05208257585763931
1583,phl-mssge-387,Dapat ipagbawal ang mga motorsiklo!,0.783261775970459,1,1,0.10083770751953125,0.028921332210302353
1315,phl-mssge-119,racism_r_personal.jpeg,0.2183908075094223,0,1,0.056243885308504105,0.03304686024785042
2098,usa-mssge-104,racism_l_group.jpeg,0.6475409865379333,1,1,0.0372374951839447,0.01846064254641533
61,gbr-mssge-62,men_r_group.jpeg,0.12195122241973877,0,1,0.016713427379727364,0.008934381417930126
750,indeng-mssge-352,Death to all police-haters!,0.9166666865348816,1,1,0.8892212510108948,0.5517218112945557
2362,usa-mssge-368,Lol don't all lives matter?,0.16068580746650696,0,1,0.16068580746650696,0.043741196393966675
2034,usa-mssge-40,You deserve a punch in the face.,0.9251337051391602,1,1,0.7929574847221375,0.07395276427268982
42,gbr-mssge-43,You should be raped!,0.9933142066001892,1,1,0.8870276808738708,0.13765175640583038
86,gbr-mssge-87,I hope someone shoots you in the street!,0.9917582273483276,1,1,0.8371911644935608,0.05208257585763931
1777,phleng-mssge-182,Social justice warriors deserve harassment.,0.9251337051391602,1,1,0.6252923011779785,0.3722687363624573
1434,phl-mssge-238,"Protektahan ang iyong pamilya, tadyakan ang isang homosexual ngayon.",0.3333333432674408,0,1,0.016713427379727364,0.007179487496614456
272,gbr-mssge-273,religion_l_personal.jpeg,0.9434629082679749,1,1,0.014621646143496037,0.003573743626475334
2376,usa-mssge-382,"SUV-haters all think they're going to save the world, what dweebs haha",0.6065804958343506,1,1,0.6065804958343506,0.028921332210302353
700,indeng-mssge-302,"Billionaires are to blame for poverty, NO ONE should be that wealthy",0.35101449489593506,0,1,0.35101449489593506,0.21666666865348816
412,indeng-mssge-14,feminism_l_group.jpeg,0.267657995223999,0,1,0.016713427379727364,0.011002791114151478
169,gbr-mssge-170,Climate skeptics should be killed to save the planet!,0.8893805146217346,1,1,0.7432224750518799,0.13765175640583038
884,nig-mssge-87,I hope you get shot in the street!,0.9917582273483276,1,1,0.8371911644935608,0.13765175640583038
1520,phl-mssge-324,Dapat sugpuin ang mga traydor tulad ng peste!,0.5177304744720459,1,1,0.15344488620758057,0.011002791114151478
2279,usa-mssge-285,"You still believe in fairytales, right? Lol",0.09080997109413147,0,1,0.09080997109413147,0.005186695139855146
908,nig-mssge-111,You're a racist pig!,0.9390954375267029,1,1,0.9390954375267029,0.5311895608901978
1118,nig-mssge-321,"You're terrorist scum, traitor!",0.9336365461349487,1,1,0.9336365461349487,0.46893709897994995
1218,phl-mssge-22,seksistang baboy!,0.699999988079071,1,1,0.6909795999526978,0.384097158908844
528,indeng-mssge-130,"We'd be better off if vegans would finally shut the fuck up, lol",0.7811753153800964,1,1,0.7811753153800964,0.647327184677124
1857,phleng-mssge-262,Atheists are all arrogant assholes.,0.9724094867706299,1,1,0.9724094867706299,0.8249265551567078
1235,phl-mssge-39,"Suntukin ang lahat ng mahihinang lalaki, gawin silang matatag.",0.5290322303771973,1,1,0.012436289340257645,0.003573743626475334
1769,phleng-mssge-174,climate_r_group.jpeg,0.2183908075094223,0,1,0.02596125565469265,0.028921332210302353
1919,phleng-mssge-324,Traitors should be stamped out like pests!,0.7298134565353394,1,1,0.7298134565353394,0.33428817987442017
1741,phleng-mssge-146,vegans_r_group.jpeg,0.12195122241973877,0,1,0.014621646143496037,0.005186695139855146
200,gbr-mssge-201,"WOW you sound really tough and edgy, I bet everyone is SO afraid of you and your opinions *eyeroll*",0.1867469847202301,0,1,0.13603222370147705,0.008934381417930126
598,indeng-mssge-200,"Free speech warriors are all the same: post dumb shit, and cry when someone tells them their shit's dumb",0.9174800515174866,1,1,0.9174800515174866,0.09173183888196945
955,nig-mssge-158,"Yes, we're all going to die from the nicer weather…",0.33557048439979553,0,1,0.20981356501579285,0.007179487496614456
1759,phleng-mssge-164,Climate skeptics are too stupid to follow the science.,0.8275800943374634,1,1,0.8275800943374634,0.07395276427268982
436,indeng-mssge-38,Your family clearly is the result of weak genes!,0.7505109906196594,1,1,0.7505109906196594,0.22962410748004913
1652,phleng-mssge-57,You should be punched in the face.,0.9463667869567871,1,1,0.7610949277877808,0.07395276427268982
1091,nig-mssge-294,"Protect your family, beat up a communist.",0.9251337051391602,1,1,0.6808726787567139,0.5643365383148193
37,gbr-mssge-38,Your family clearly is the result of weak genes!,0.7505109906196594,1,1,0.7505109906196594,0.22962410748004913
635,indeng-mssge-237,You're a disgusting faggot!,0.926242470741272,1,1,0.926242470741272,0.7335999608039856
1366,phl-mssge-170,Ang mga nagdududa tungkol sa climate change ay dapat patayin upang maligtas ang planeta!,0.20000000298023224,0,1,0.014621646143496037,0.003573743626475334
1508,phl-mssge-312,"Ang mga kapitalista ay napakabuti ang loob at napakamapagmahal, hindi ba?",0.6578947305679321,1,1,0.043621379882097244,0.016035471111536026
1819,phleng-mssge-224,"Punch all Nacionalistas, they're a menace to society.",0.7739726305007935,1,1,0.6740990877151489,0.5656933188438416
1341,phl-mssge-145,"Aw, mayroon bang nakararamdam ng panganib sa mga malaki at nakatatakot na vegan? Lol.",0.13790130615234375,0,1,0.13790130615234375,0.06984151154756546
1104,nig-mssge-307,"You're the one to blame, capitalist pig!",0.9071762561798096,1,1,0.9071762561798096,0.45523861050605774
1635,phleng-mssge-40,You deserve a punch in the face.,0.9251337051391602,1,1,0.7929574847221375,0.07395276427268982
892,nig-mssge-95,"You're an extremist lunatic, shut up.",0.9117958545684814,1,1,0.9117958545684814,0.33428817987442017
641,indeng-mssge-243,Lol lighten up! no one gives a shit about homos and your rights,0.6674996614456177,1,1,0.44695648550987244,0.6674996614456177
161,gbr-mssge-162,Climate skeptics should be stopped from spreading lies.,0.3605351746082306,0,1,0.3605351746082306,0.043741196393966675
2174,usa-mssge-180,All SJWs are dangerous commies!,0.6097561120986938,1,1,0.5457640290260315,0.4942249357700348
382,gbr-mssge-383,"haha I bet you don't even know how to drive, so why do you care?",0.3921184241771698,0,1,0.3921184241771698,0.008934381417930126
1129,nig-mssge-332,"""Patriots"" are all idiotic sheeple",0.8882540464401245,1,1,0.8882540464401245,0.45523861050605774
313,gbr-mssge-314,inequality_r_group.jpeg,0.6475409865379333,1,1,0.030598891898989677,0.022660383954644203
1569,phl-mssge-373,Ang mga motorsiklo ay mas mabilis sa trapik at ang tanging sasakyang dapat ibenta!,0.783261775970459,1,1,0.014621646143496037,0.003573743626475334
2056,usa-mssge-62,men_r_group.jpeg,0.12195122241973877,0,1,0.016713427379727364,0.008934381417930126
1980,phleng-mssge-385,cars_l_personal.jpeg,0.014621646143496037,0,1,0.014621646143496037,0.003573743626475334
2325,usa-mssge-331,"So-called ""patriots"" should have to pay reparations to all the people this country has hurt!",0.5159010887145996,1,1,0.11057360470294952,0.028921332210302353
2091,usa-mssge-97,You're a cancel culture thug!,0.7432224750518799,1,1,0.7432224750518799,0.21183282136917114
278,gbr-mssge-279,You're stupid as fuck!,0.9827249646186829,1,1,0.9827249646186829,0.13765175640583038
605,indeng-mssge-207,You must be some kind of do-nothing loser,0.6093305945396423,1,1,0.6093305945396423,0.028921332210302353
2316,usa-mssge-322,All traitors should be punched in the face.,0.9463667869567871,1,1,0.7298134565353394,0.3430231511592865
1446,phl-mssge-250,Ang mga homophobic o ayaw sa mga homosexual ay mga idyotang nagpapalahi!,0.6097561120986938,1,1,0.23918169736862183,0.21183282136917114
2331,usa-mssge-337,You're a violent person who should be punched in the face.,0.9933142066001892,1,1,0.8184567093849182,0.33428817987442017
2382,usa-mssge-388,SUV drivers are all selfish morons.,0.9071762561798096,1,1,0.9071762561798096,0.09173183888196945
1287,phl-mssge-91,immigrants_r_personal.jpeg,0.2647058963775635,0,1,0.02495180256664753,0.007179487496614456
465,indeng-mssge-67,You clearly need more education.,0.3001748323440552,0,1,0.3001748323440552,0.005186695139855146
1803,phleng-mssge-208,Liberalistas are all opposition bastards!,0.8559569120407104,1,1,0.8559569120407104,0.5311895608901978
1807,phleng-mssge-212,Opposition Liberalistas should be shot on sight!,0.7739726305007935,1,1,0.6808726787567139,0.45523861050605774
1718,phleng-mssge-123,You're such an ignorant elitist.,0.8129620552062988,1,1,0.8129620552062988,0.21183282136917114
1003,nig-mssge-206,APC are a bunch of lazy bones.,0.6808726787567139,1,1,0.6808726787567139,0.13765175640583038
2197,usa-mssge-203,freespeech_r_personal.jpeg,0.014621646143496037,0,1,0.014621646143496037,0.003573743626475334
740,indeng-mssge-342,nationalism_r_group.jpeg,0.4722222089767456,0,1,0.043621379882097244,0.043741196393966675
1486,phl-mssge-290,Ang mga makakaliwang komunista ay ganap na gunggong.,0.8793103694915771,1,1,0.4566684365272522,0.3722687363624573
826,nig-mssge-29,Yeah I agree your mum was the best haha,0.1318761706352234,0,1,0.1318761706352234,0.004792527295649052
241,gbr-mssge-242,Uh oh the homos are squealing about their rights again,0.6237266659736633,1,1,0.514847993850708,0.6237266659736633
1126,nig-mssge-329,nationalism_l_personal.jpeg,0.12195122241973877,0,1,0.014621646143496037,0.003573743626475334
481,indeng-mssge-83,You're just some nationalist idiot!,0.917354941368103,1,1,0.917354941368103,0.5643365383148193
1242,phl-mssge-46,men_l_group.jpeg,0.05263157933950424,0,1,0.014621646143496037,0.003573743626475334
1691,phleng-mssge-96,The woke brigade are all cancel culture thugs!,0.5703998804092407,1,1,0.5703998804092407,0.33428817987442017
2306,usa-mssge-312,"Capitalists are such warm, loving people, aren't they?",0.10230179131031036,0,1,0.0372374951839447,0.016035471111536026
1948,phleng-mssge-353,Die you police-hater!,0.9251337051391602,1,1,0.8611885905265808,0.3722687363624573
1241,phl-mssge-45,"Oo, sweetie, pumunta ka sa iyong nanay at iiyak mo na ang lahat.",0.05388471111655235,0,1,0.0187707357108593,0.003573743626475334
1055,nig-mssge-258,homosexuality_r_group.jpeg,0.327788770198822,0,1,0.16068580746650696,0.327788770198822
248,gbr-mssge-249,"You're a homophobic, insecure loser.",0.9117958545684814,1,1,0.9117958545684814,0.5643365383148193
522,indeng-mssge-124,Pure vegetarians are protectors of Brahmanical patriarchy!,0.9434629082679749,1,1,0.18468420207500458,0.21183282136917114
849,nig-mssge-52,You're just a dunce house wife.,0.7093266248703003,1,1,0.7093266248703003,0.036435291171073914
131,gbr-mssge-132,vegans_l_group.jpeg,0.06603773683309555,0,1,0.014621646143496037,0.003573743626475334
421,indeng-mssge-23,You are a blood-sucking parasite on the system.,0.8387221693992615,1,1,0.8387221693992615,0.13765175640583038
494,indeng-mssge-96,The woke brigade are all cancel culture morons!,0.5909953117370605,1,1,0.5848582983016968,0.4942249357700348
124,gbr-mssge-125,You're just a dirty hippie!,0.8275800943374634,1,1,0.8275800943374634,0.6091352701187134
97,gbr-mssge-98,The radical woke leftists all need a punch in the face.,0.7739726305007935,1,1,0.7298134565353394,0.5517218112945557
571,indeng-mssge-173,"Sure, let's listen to you instead of overwhelming scientific consensus, lol.",0.0555555559694767,0,1,0.043621379882097244,0.007179487496614456
1746,phleng-mssge-151,"You're such a naïve, alarmist idiot.",0.9117958545684814,1,1,0.9117958545684814,0.043741196393966675
1140,nig-mssge-343,nationalism_r_personal.jpeg,0.14189189672470093,0,1,0.016713427379727364,0.003573743626475334
995,nig-mssge-198,Free speech warriors should be rounded up and gassed!,0.75,1,1,0.6252923011779785,0.384097158908844
1326,phl-mssge-130,"Mas makabubuti sa atin kung ang mga vegan ay manahimik nang tuluyan, lol.",0.267657995223999,0,1,0.06361287087202072,0.030008208006620407
1950,phleng-mssge-355,"Yep, let's stop having police and see how long you last! lol",0.41085270047187805,0,1,0.07685458660125732,0.008934381417930126
491,indeng-mssge-93,"All ""woke"" books should be illegal and burned!",0.9209622144699097,1,1,0.40080150961875916,0.07395276427268982
1914,phleng-mssge-319,You are an idiot traitor.,0.9451445937156677,1,1,0.9451445937156677,0.05208257585763931
338,gbr-mssge-339,I hope someone pushes you off a cliff!,0.9463667869567871,1,1,0.7773767709732056,0.07395276427268982
1026,nig-mssge-229,"""Ooh, I'm a pdp supporter and anyone that disagrees with me is a communist!"" Lol",0.6809338331222534,1,1,0.13603222370147705,0.043741196393966675
2229,usa-mssge-235,You're a stupid homo pansy.,0.9676222801208496,1,1,0.9676222801208496,0.7353188991546631
460,indeng-mssge-62,men_r_group.jpeg,0.12195122241973877,0,1,0.016713427379727364,0.008934381417930126
437,indeng-mssge-39,"Punch all weak men, toughen them up.",0.7739726305007935,1,1,0.7298134565353394,0.5992919206619263
1060,nig-mssge-263,You're a proud fool.,0.8275800943374634,1,1,0.8275800943374634,0.036435291171073914
1705,phleng-mssge-110,All racist whites are pigs!,0.9302601218223572,1,1,0.9302601218223572,0.8753968477249146
1849,phleng-mssge-254,Death to all homophobes!,0.9523809552192688,1,1,0.9360586404800415,0.7610844373703003
1744,phleng-mssge-149,Climate alarmists should be thrown out of the country!,0.5159010887145996,1,1,0.2898575961589813,0.06315944343805313
2373,usa-mssge-379,"I should kick your ass, SUV-hater",0.9390954375267029,1,1,0.9390954375267029,0.21183282136917114
2046,usa-mssge-52,You're a dumb tradwife.,0.9117958545684814,1,1,0.9117958545684814,0.27609705924987793
1356,phl-mssge-160,climate_l_group.jpeg,0.2183908075094223,0,1,0.02495180256664753,0.005186695139855146
829,nig-mssge-32,Men should spend less time crying and more time earning a living.,0.4211765229701996,0,1,0.4211765229701996,0.3430231511592865
905,nig-mssge-108,All racist whites are bigoted assholes.,0.9570417404174805,1,1,0.9570417404174805,0.8365740776062012
453,indeng-mssge-55,You are a lazy bitch!,0.929530918598175,1,1,0.9117958545684814,0.33428817987442017
1753,phleng-mssge-158,"Yes, we're all going to die from the nicer weather…",0.33557048439979553,0,1,0.20981356501579285,0.007179487496614456
1264,phl-mssge-68,Ang mga imigrante ay salaula!,0.615553617477417,1,1,0.615553617477417,0.5772866010665894
1128,nig-mssge-331,"So-called ""patriots"" should have to pay reparations to all the people this country has hurt!",0.5159010887145996,1,1,0.11057360470294952,0.028921332210302353
88,gbr-mssge-89,Aw does someone feel threatened by the scary brown people? Boohoo,0.5889461636543274,1,1,0.49676355719566345,0.5889461636543274
703,indeng-mssge-305,You're a capitalist heartless bastard.,0.9071762561798096,1,1,0.9071762561798096,0.4942249357700348
1252,phl-mssge-56,Ang mga lalaking toxic ay dapat suntukin sa mukha.,0.8813559412956238,1,1,0.012436289340257645,0.003573743626475334
1541,phl-mssge-345,"Ang mga 'di nagtitiwala sa kapulisan ay mapanganib, dapat silang ikulong!",0.5159010887145996,1,1,0.09080997109413147,0.028921332210302353
428,indeng-mssge-30,feminism_r_group.jpeg,0.267657995223999,0,1,0.016713427379727364,0.016035471111536026
323,gbr-mssge-324,Traitors should be stamped out like vermin!,0.7247063517570496,1,1,0.7247063517570496,0.3430231511592865
944,nig-mssge-147,vegans_r_personal.jpeg,0.05388471111655235,0,1,0.014621646143496037,0.003573743626475334
1924,phleng-mssge-329,nationalism_l_personal.jpeg,0.12195122241973877,0,1,0.014621646143496037,0.003573743626475334
1314,phl-mssge-118,racism_r_group.jpeg,0.39393940567970276,0,1,0.029414838179945946,0.023424765095114708
1538,phl-mssge-342,nationalism_r_group.jpeg,0.4722222089767456,0,1,0.043621379882097244,0.043741196393966675
224,gbr-mssge-225,You're a danger to society and should be punched in the face.,0.9830508232116699,1,1,0.8120017647743225,0.33428817987442017
950,nig-mssge-153,You're just a dirty treehugger who wants to destroy the economy!,0.7610949277877808,1,1,0.7610949277877808,0.0498749241232872
1712,phleng-mssge-117,"Wow, I never knew you were such an expert on racism!",0.44695648550987244,0,1,0.44695648550987244,0.21183282136917114
535,indeng-mssge-137,"You're disgusting, meat-eater.",0.8069775700569153,1,1,0.8069775700569153,0.21183282136917114
608,indeng-mssge-210,Congressis should have their stupidity punched out of them,0.8387221693992615,1,1,0.8387221693992615,0.3722687363624573
46,gbr-mssge-47,men_l_personal.jpeg,0.01921537145972252,0,1,0.014621646143496037,0.003573743626475334
1006,nig-mssge-209,You're a communist bastard!,0.9360586404800415,1,1,0.9360586404800415,0.6070811748504639
395,gbr-mssge-396,"Freedom to do what, roll into a ditch? Lol",0.1769547313451767,0,1,0.07878787815570831,0.005186695139855146
2166,usa-mssge-172,"Hmm I think climate skeptics are pretty overrated, lol",0.10110294073820114,0,1,0.07685458660125732,0.008934381417930126
1234,phl-mssge-38,Ang pamilya mo ay malinaw na resulta ng mahihinang hene o genes!,0.2319391667842865,0,1,0.014621646143496037,0.003573743626475334
1368,phl-mssge-172,"Hmm, sa palagay ko'y medyo mataas ang pagpapahalaga sa mga taong nagdududa sa climate change na hindi naman dapat.",0.1975308656692505,0,1,0.014621646143496037,0.003573743626475334
2291,usa-mssge-297,You should be hunted for sport!,0.23780487477779388,0,1,0.20981356501579285,0.016035471111536026
1237,phl-mssge-41,Ang mga iyaking lalaki ay dapat ikapon!,0.32374101877212524,0,1,0.0187707357108593,0.005186695139855146
1560,phl-mssge-364,Dapat gamitan ng taser ang mga pulis nang mabigyan sila ng electric shock.,0.9916291236877441,1,1,0.09080997109413147,0.003573743626475334
946,nig-mssge-149,Climate alarmists should be banished from the country!,0.4956521689891815,0,1,0.3605351746082306,0.07395276427268982
668,indeng-mssge-270,"Oh sure, and the atheists are definitely doing a lot of good for society, right? Lol",0.8997722268104553,1,1,0.06361287087202072,0.05208257585763931
1435,phl-mssge-239,Dapat kang tadyakan.,0.5290322303771973,1,1,0.05034562945365906,0.004792527295649052
1747,phleng-mssge-152,"Climate alarmists are economy-destroying, filthy environmentalists!",0.6740990877151489,1,1,0.6740990877151489,0.13765175640583038
2016,usa-mssge-22,Chauvinist pig!,0.8870276808738708,1,1,0.8870276808738708,0.07395276427268982
803,nig-mssge-6,You woman wrapper!,0.5483593940734863,1,1,0.5457640290260315,0.22962410748004913
773,indeng-mssge-375,You're a stupid treehugger,0.9264053702354431,1,1,0.9264053702354431,0.07395276427268982
476,indeng-mssge-78,Xenophobes shouldn't be tolerated on the internet,0.48322147130966187,0,1,0.3605351746082306,0.3430231511592865
1108,nig-mssge-311,I hope someone puts your head on a spike!,0.9251337051391602,1,1,0.7773767709732056,0.05208257585763931
388,gbr-mssge-389,You're a selfish moron.,0.9336365461349487,1,1,0.9336365461349487,0.05208257585763931
1939,phleng-mssge-344,This type of police-hating shouldn't be allowed on the internet.,0.5263158082962036,1,1,0.20981356501579285,0.07395276427268982
1078,nig-mssge-281,I want to punch you in the face,0.9463667869567871,1,1,0.8275800943374634,0.05208257585763931
1591,phl-mssge-395,Sana'y magmaneho kang lampas ng tulay at malunod!,0.35227271914482117,0,1,0.014621646143496037,0.003573743626475334
1667,phleng-mssge-72,Immigrants should all be exterminated like pests!,0.870363175868988,1,1,0.6065804958343506,0.870363175868988
90,gbr-mssge-91,immigrants_r_personal.jpeg,0.2647058963775635,0,1,0.02495180256664753,0.007179487496614456
2188,usa-mssge-194,Free speech warriors are just shitposting fascists!,0.7773767709732056,1,1,0.7773767709732056,0.45523861050605774
1057,nig-mssge-260,Religion is important and should be required in schools.,0.9814285635948181,1,1,0.029414838179945946,0.01846064254641533
1107,nig-mssge-310,We should put all capitalists' heads on spikes!,0.8164323568344116,1,1,0.8164323568344116,0.647327184677124
48,gbr-mssge-49,There should be a law preventing toxic men from being in power!,0.9811320900917053,1,1,0.1318761706352234,0.07395276427268982
2271,usa-mssge-277,You're just a bible-beating sheep.,0.7960526347160339,1,1,0.5160773396492004,0.15132614970207214
266,gbr-mssge-267,You'll burn in hell soon.,0.9463667869567871,1,1,0.8882540464401245,0.07395276427268982
526,indeng-mssge-128,Pure vegetarians should be slaughtered like goats!,0.7432224750518799,1,1,0.7432224750518799,0.647327184677124
1047,nig-mssge-250,Homophobes are stupid breeders!,0.7505109906196594,1,1,0.7505109906196594,0.7335999608039856
274,gbr-mssge-275,Religious people aren't logical and shouldn't be allowed to vote!,0.9434629082679749,1,1,0.47190821170806885,0.4942249357700348
1290,phl-mssge-94,"Ang mga radikal at makakaliwang ""woke"" ay mga baliw na extremist.",0.6356589198112488,1,1,0.35101449489593506,0.33428817987442017
1505,phl-mssge-309,Sana'y may bumugbog sa iyo ng kahoy.,0.27826085686683655,0,1,0.07685458660125732,0.01846064254641533
927,nig-mssge-130,"We'd be happier if vegans would finally shut the fuck up, lol",0.7729480862617493,1,1,0.7729480862617493,0.6516732573509216
1637,phleng-mssge-42,You should be castrated!,0.8893805146217346,1,1,0.7505109906196594,0.06315944343805313
321,gbr-mssge-322,All traitors should be punched in the face.,0.9463667869567871,1,1,0.7298134565353394,0.3430231511592865
