,id,text,score,predicted_label,true_label
1810,phleng-mssge-215,"""ooo I'm a Liberalista and anyone who disagrees with me is a fascist!"" lol",0.47273466,0.0,1
1971,phleng-mssge-376,Motorcycle-hating bastards need to get a fucking grip!,0.9029226,1.0,1
1639,phleng-mssge-44,"Yes, we need more men with emotions of an 8 year old brat lol",0.48627716,0.0,1
613,indeng-mssge-215,"Oh, I am a Congressi and anyone who disagrees with me is a dictator! Hahaha",0.3827457,0.0,1
0,gbr-mssge-1,"Women should be caring mothers, instead of focusing so much on their careers.",0.25727063,0.0,1
1230,phl-mssge-34,Ang mga iyaking lalaki ay lubos na aksaya ng oras.,0.3389984,0.0,1
489,indeng-mssge-91,immigrants_r_personal.jpeg,0.04711028,0.0,1
1009,nig-mssge-212,APC should be stabbed on sight!,0.6738745,1.0,1
1854,phleng-mssge-259,homosexuality_r_personal.jpeg,0.25084448,0.0,1
2174,usa-mssge-180,All SJWs are dangerous commies!,0.4475325,0.0,1
1728,phleng-mssge-133,vegans_l_personal.jpeg,0.028974265,0.0,1
508,indeng-mssge-110,All casteists are pigs!,0.85333383,1.0,1
389,gbr-mssge-390,4x4 lovers are all gas-guzzling criminals!,0.5362655,1.0,1
1675,phleng-mssge-80,"Xenophobes are pathetic, bigoted losers.",0.7827088,1.0,1
1913,phleng-mssge-318,Ungrateful traitors are all idiots.,0.8579266,1.0,1
535,indeng-mssge-137,"You're disgusting, meat-eater.",0.7998551,1.0,1
2244,usa-mssge-250,Homophobes are idiotic breeders!,0.8364697,1.0,1
106,gbr-mssge-107,Racists should be jailed for their behavior!,0.3308965,0.0,1
2368,usa-mssge-374,SUV-haters are just stupid treehuggers,0.82048255,1.0,1
1788,phleng-mssge-193,You're just a childish shitposter.,0.83334327,1.0,1
2310,usa-mssge-316,Unpatriotic language like this shouldn't be on the internet.,0.104795754,0.0,1
550,indeng-mssge-152,"Climate alarmists are economy-destroying, filthy treehuggers!",0.5723624,1.0,1
1399,phl-mssge-203,freespeech_r_personal.jpeg,0.02107848,0.0,1
1411,phl-mssge-215,"""Ooo, isa akong Liberalista at sinumang 'di sumang-ayon sa akin ay isang pasista! Lol",0.42129645,0.0,1
291,gbr-mssge-292,Communist lefties are all lazy scum!,0.8460273,1.0,1
2337,usa-mssge-343,nationalism_r_personal.jpeg,0.06500591,0.0,1
144,gbr-mssge-145,Aw is someone feeling threatened by big scary vegans? Lol,0.3389984,0.0,1
973,nig-mssge-176,Stop censoring people. There is NOTHING that should not be allowed to be said.,0.044141594,0.0,1
1007,nig-mssge-210,APC need to have their stupidity beaten out of them.,0.8252207,1.0,1
378,gbr-mssge-379,"I should kick your arse, petrol car-hater",0.9391453,1.0,1
219,gbr-mssge-220,The right wing Tories are all extremist ideologues.,0.30514878,0.0,1
2133,usa-mssge-139,"Go back to your cave, meat-eater!",0.5130944,1.0,1
61,gbr-mssge-62,men_r_group.jpeg,0.026617315,0.0,1
991,nig-mssge-194,Free speech warriors are just shitposting fascists!,0.76197964,1.0,1
516,indeng-mssge-118,racism_r_group.jpeg,0.15822013,0.0,1
196,gbr-mssge-197,And it's not my problem if others want to punch you in the face.,0.6615786,1.0,1
303,gbr-mssge-304,Capitalists are all heartless bastards.,0.85333383,1.0,1
2098,usa-mssge-104,racism_l_group.jpeg,0.1587729,0.0,1
579,indeng-mssge-181,You're an SJW commie!,0.40243408,0.0,1
1246,phl-mssge-50,Karamihan ng mga lalaki ay mga tangang toxic.,0.55739564,1.0,1
159,gbr-mssge-160,climate_l_group.jpeg,0.019100413,0.0,1
2378,usa-mssge-384,cars_l_group.jpeg,0.019980038,0.0,1
1427,phl-mssge-231,politics_r_personal.jpeg,0.019728716,0.0,1
385,gbr-mssge-386,Privately owned cars should not be allowed to park in cities.,0.021196328,0.0,1
1813,phleng-mssge-218,Nacionalistas should be stopped from spreading lies.,0.2854699,0.0,1
794,indeng-mssge-396,"Freedom to do what, roll into a ditch? Lol",0.19219314,0.0,1
192,gbr-mssge-193,You're just a childish shitposter.,0.83334327,1.0,1
1521,phl-mssge-325,Dapat kang barilin kapag nakita ka!,0.09958932,0.0,1
623,indeng-mssge-225,You're a danger to society and should be punched in the face.,0.85333383,1.0,1
895,nig-mssge-98,The radical woke leftists all need a punch in the face.,0.74954444,1.0,1
1429,phl-mssge-233,Ang mga homosexual ay dapat itapon sa kulungan!,0.7308154,1.0,1
35,gbr-mssge-36,Crybaby men are a result of weak genes!,0.44002727,0.0,1
1223,phl-mssge-27,Sana'y may sumunog sa bahay mo at mamatay ka!,0.39416263,0.0,1
1720,phleng-mssge-125,You're just a dirty hippie!,0.73663366,1.0,1
541,indeng-mssge-143,I hope someone butchers and sells you for meat!,0.47796977,0.0,1
23,gbr-mssge-24,Stay-at-home mums should be punched in the face.,0.7761081,1.0,1
240,gbr-mssge-241,Die you homo!,0.911035,1.0,1
1293,phl-mssge-97,Isang kang siga ng cancel culture!,0.30136615,0.0,1
1472,phl-mssge-276,Ang mga relihiyosong tao ay isang grupo ng maka-bibliyang tupa.,0.48021027,0.0,1
974,nig-mssge-177,Stop censoring people! SJWs should be chased out of this country!,0.4013387,0.0,1
706,indeng-mssge-308,Capitalists should be beaten in the streets,0.658061,1.0,1
417,indeng-mssge-19,You are quarrelsome by nature.,0.3388922,0.0,1
1385,phl-mssge-189,freespeech_l_personal.jpeg,0.023553278,0.0,1
1156,nig-mssge-359,All police should be imprisoned!,0.42643023,0.0,1
559,indeng-mssge-161,climate_l_personal.jpeg,0.019477395,0.0,1
359,gbr-mssge-360,All police are bastards.,0.9029226,1.0,1
1316,phl-mssge-120,Lahat tayo ay kailangang kumain ng karne para sa ating kalusugan.,0.019100413,0.0,1
1247,phl-mssge-51,Isa kang tangang toxic.,0.1100022,0.0,1
1978,phleng-mssge-383,"haha I bet you don't even know how to drive, so why do you care?",0.3260917,0.0,1
997,nig-mssge-200,Free speech warriors are all the same. Bunch of dumb nonsense they post and cry about after when told how dumb it is..,0.7827088,1.0,1
1578,phl-mssge-382,Iniisip ng mga motorcycle-hater na sila lang ang may karapatang gumamit ng kalye.,0.12260055,0.0,1
744,indeng-mssge-346,Police-haters are all soft in the head.,0.42881694,0.0,1
1544,phl-mssge-348,"Ang lahat ng 'di nagtitiwala sa kapulisan ay kriminal, bakit pa nila gustong alisin ang pondo nito?!",0.42167732,0.0,1
1907,phleng-mssge-312,"Capitalists are such warm, loving people, aren't they?",0.0926474,0.0,1
1751,phleng-mssge-156,Climate alarmists should all be run over by trucks!,0.5645715,1.0,1
1277,phl-mssge-81,Isa kang kaawa-awa at talunang panatiko.,0.56997263,1.0,1
83,gbr-mssge-84,Xenophobes should be punched in the face.,0.7701451,1.0,1
1640,phleng-mssge-45,"Yes sweetie, go to your mommy and have a good cry lol",0.4274071,0.0,1
1852,phleng-mssge-257,Um and you think anyone wants to marry you? lol,0.2553839,0.0,1
1635,phleng-mssge-40,You deserve a punch in the face.,0.82048255,1.0,1
1759,phleng-mssge-164,Climate skeptics are too stupid to follow the science.,0.7762574,1.0,1
2314,usa-mssge-320,Traitors should be identified for what they are: terrorist scum!,0.7344449,1.0,1
514,indeng-mssge-116,"lol thank god! The casteism problem is totally solved, thanks internet.",0.1182615,0.0,1
2117,usa-mssge-123,You're such an ignorant elitist.,0.7497506,1.0,1
1564,phl-mssge-368,Lol hindi ba't mahalaga ang lahat ng buhay?,0.049584184,0.0,1
261,gbr-mssge-262,Atheists are all arrogant assholes.,0.944597,1.0,1
2158,usa-mssge-164,Climate skeptics are too stupid to follow the science.,0.7762574,1.0,1
1137,nig-mssge-340,Ahh patriotism--makes idiots of us all!,0.67735565,1.0,1
84,gbr-mssge-85,"I hope someone punches you in the face, xenophobe.",0.85850734,1.0,1
557,indeng-mssge-159,"Aw someone's afraid of getting a little sweaty, boohoo",0.1893425,0.0,1
88,gbr-mssge-89,Aw does someone feel threatened by the scary brown people? Boohoo,0.45090583,0.0,1
1524,phl-mssge-328,nationalism_l_group.jpeg,0.09481675,0.0,1
596,indeng-mssge-198,Free speech warriors should be rounded up and strangled!,0.7016913,1.0,1
856,nig-mssge-59,You should be shot!,0.7701451,1.0,1
1902,phleng-mssge-307,"You're the one to blame, capitalist pig!",0.7998551,1.0,1
1723,phleng-mssge-128,Vegans should be rounded up and slaughtered like cattle!,0.7675452,1.0,1
2189,usa-mssge-195,You're just a fascist who's afraid to admit it!,0.57787937,1.0,1
231,gbr-mssge-232,"Homosexuality is a sin, and shouldn't be talked about at schools.",0.5921536,1.0,1
116,gbr-mssge-117,"Wow, I never knew you were such an expert on racism!",0.3811502,0.0,1
982,nig-mssge-185,"Go and die, you social justice warrior!",0.74954444,1.0,1
1218,phl-mssge-22,seksistang baboy!,0.6051471,1.0,1
412,indeng-mssge-14,feminism_l_group.jpeg,0.08241652,0.0,1
1407,phl-mssge-211,Kailangan kang masuntok bilang isang oposisyon.,0.103494145,0.0,1
1993,phleng-mssge-398,cars_r_group.jpeg,0.019603057,0.0,1
2161,usa-mssge-167,Idiot! Your brain is too small to follow the science!,0.90451443,1.0,1
864,nig-mssge-67,You clearly need more education.,0.23271075,0.0,1
271,gbr-mssge-272,religion_l_group.jpeg,0.03639866,0.0,1
523,indeng-mssge-125,You are the protector of Brahmanical patriarchy!,0.24282593,0.0,1
625,indeng-mssge-227,"Die, you Sanghi!",0.5935568,1.0,1
361,gbr-mssge-362,Police are all disgusting pigs!,0.8629672,1.0,1
531,indeng-mssge-133,vegans_l_personal.jpeg,0.028974265,0.0,1
195,gbr-mssge-196,All free speech warriors need to be punched in the face.,0.743089,1.0,1
898,nig-mssge-101,You should be killed!,0.8629672,1.0,1
1350,phl-mssge-154,Ang mga alarmista ng klima ay dapat suntukin sa mukha.,0.65849507,1.0,1
1394,phl-mssge-198,Ang mga taong ipinaglalaban ang malayang pananalita ay dapat itipon at lasunin ng gas!,0.5940531,1.0,1
301,gbr-mssge-302,"Billionaires are to blame for poverty, NO ONE should be that wealthy",0.28547668,0.0,1
785,indeng-mssge-387,SUVs should be banned!,0.05205809,0.0,1
1883,phleng-mssge-288,Communists should be stopped from destroying this country.,0.31963667,0.0,1
1259,phl-mssge-63,men_r_personal.jpeg,0.025203144,0.0,1
2242,usa-mssge-248,Homophobes are all insecure losers.,0.6852916,1.0,1
1153,nig-mssge-356,police_l_group.jpeg,0.02826718,0.0,1
670,indeng-mssge-272,religion_l_group.jpeg,0.03592727,0.0,1
1848,phleng-mssge-253,I'd like to punch you in the face,0.8460273,1.0,1
1798,phleng-mssge-203,freespeech_r_personal.jpeg,0.02107848,0.0,1
612,indeng-mssge-214,"Hahaha, yes then maybe Congress will finally start winning elections.",0.03781283,0.0,1
1858,phleng-mssge-263,You are an arrogant asshole.,0.95048624,1.0,1
1030,nig-mssge-233,Homosexuals should be thrown in jail!,0.7856813,1.0,1
583,indeng-mssge-185,"Die, you social justice warrior!",0.54649305,1.0,1
692,indeng-mssge-294,"Protect your family, kick a Naxalite's arse",0.8460273,1.0,1
1802,phleng-mssge-207,You must be some kind of do-nothing loser.,0.7218519,1.0,1
1225,phl-mssge-29,"Oo, sumasang-ayon akong ang nanay mo ang naging pinakamahusay lol.",0.19219314,0.0,1
1211,phl-mssge-15,feminism_l_personal.jpeg,0.0665887,0.0,1
1969,phleng-mssge-374,Motorcycle-haters are just stupid,0.7856813,1.0,1
2173,usa-mssge-179,You're just a pathetic loser who can't take a joke.,0.84251964,1.0,1
1165,nig-mssge-368,Lol don't all lives matter?,0.09872158,0.0,1
1864,phleng-mssge-269,You should be shot in the head!,0.8403191,1.0,1
1591,phl-mssge-395,Sana'y magmaneho kang lampas ng tulay at malunod!,0.5195707,1.0,1
87,gbr-mssge-88,"Oh yeah, people other than Celtic descendents don't have a place here! Lol",0.36867723,0.0,1
1055,nig-mssge-258,homosexuality_r_group.jpeg,0.2396185,0.0,1
724,indeng-mssge-326,I'm ashamed of all the stupid whiny traitors in my country,0.7856813,1.0,1
2289,usa-mssge-295,You deserve to have your ass kicked,0.911035,1.0,1
2,gbr-mssge-3,Feminists are all a bunch of whiny idiots.,0.91625386,1.0,1
1070,nig-mssge-273,religion_l_personal.jpeg,0.02968135,0.0,1
1587,phl-mssge-391,Isa kang bastos na naghahari-harian sa kalye!,0.47384647,0.0,1
1124,nig-mssge-327,"Don't worry, your country is ashamed of you too",0.4014846,0.0,1
726,indeng-mssge-328,nationalism_l_group.jpeg,0.09394901,0.0,1
1874,phleng-mssge-279,You're stupid as fuck!,0.9749944,1.0,1
30,gbr-mssge-31,feminism_r_personal.jpeg,0.061444655,0.0,1
494,indeng-mssge-96,The woke brigade are all cancel culture morons!,0.7570315,1.0,1
1937,phleng-mssge-342,nationalism_r_group.jpeg,0.085582085,0.0,1
1823,phleng-mssge-228,"Lol Nacionalistas are so weak, they can't win elections unless they cheat.",0.42743355,0.0,1
664,indeng-mssge-266,All atheists will burn in hell.,0.89241093,1.0,1
674,indeng-mssge-276,Religious people are like sheep and goats blinded by superstitions.,0.6289369,1.0,1
2335,usa-mssge-341,Aww I bet your country is very proud of you too lol,0.1013248,0.0,1
2230,usa-mssge-236,Homosexuals are disgusting faggots!,0.96069145,1.0,1
1508,phl-mssge-312,"Ang mga kapitalista ay napakabuti ang loob at napakamapagmahal, hindi ba?",0.103494145,0.0,1
339,gbr-mssge-340,Ahh patriotism--makes idiots of us all!,0.67735565,1.0,1
712,indeng-mssge-314,inequality_r_group.jpeg,0.03639866,0.0,1
1711,phleng-mssge-116,"lol thank god! The racism problem is totally solved, thanks internet.",0.22445217,0.0,1
1767,phleng-mssge-172,"Hmm I think climate skeptics are pretty overrated, lol",0.20219094,0.0,1
1995,usa-mssge-1,"Women should be caring mothers, instead of focusing so much on their careers.",0.25727063,0.0,1
808,nig-mssge-11,You deserve to be raped!,0.85333383,1.0,1
71,gbr-mssge-72,Immigrants should all be exterminated like vermin!,0.85173553,1.0,1
1772,phleng-mssge-177,Stop censoring people! Social justice warriors should be thrown out of this country!,0.30502358,0.0,1
533,indeng-mssge-135,Meat-eaters should be prosecuted for murder!,0.49142194,0.0,1
1377,phl-mssge-181,Isa kang SJW o social justice warrior na komunista!,0.22846605,0.0,1
206,gbr-mssge-207,You must be some kind of benefits scrounger.,0.2396185,0.0,1
85,gbr-mssge-86,Xenophobes should be taken out and shot!,0.71760553,1.0,1
833,nig-mssge-36,Crybaby men are a result of weak genes!,0.4398409,0.0,1
1948,phleng-mssge-353,Die you police-hater!,0.7998551,1.0,1
2000,usa-mssge-6,You're a whipped beta cuck!,0.71760553,1.0,1
377,gbr-mssge-378,Petrol car-haters need a good kick in the arse.,0.8778702,1.0,1
1887,phleng-mssge-292,Communist lefties are all lazy scum!,0.8460273,1.0,1
1122,nig-mssge-325,You should be shot on sight!,0.76197964,1.0,1
161,gbr-mssge-162,Climate skeptics should be stopped from spreading lies.,0.2854869,0.0,1
408,indeng-mssge-10,Feminists deserve to be raped!,0.8696708,1.0,1
524,indeng-mssge-126,Vegans should all be force-fed meat.,0.5885171,1.0,1
207,gbr-mssge-208,Labour are all commie bastards!,0.8364697,1.0,1
927,nig-mssge-130,"We'd be happier if vegans would finally shut the fuck up, lol",0.8988238,1.0,1
765,indeng-mssge-367,Die you police-lover!,0.76197964,1.0,1
147,gbr-mssge-148,Climate alarmists should be stopped from spreading lies,0.25462922,0.0,1
1191,nig-mssge-394,SUV lovers should all be pushed off a bridge and drown!,0.6943677,1.0,1
388,gbr-mssge-389,You're a selfish moron.,0.91625386,1.0,1
1567,phl-mssge-371,police_r_personal.jpeg,0.01847211,0.0,1
2200,usa-mssge-206,Democrats are a bunch of do-nothing losers.,0.75027496,1.0,1
780,indeng-mssge-382,"SUV-haters all think they're going to save the world, what dweebs haha",0.48484445,0.0,1
971,nig-mssge-174,climate_r_group.jpeg,0.0201057,0.0,1
2054,usa-mssge-60,"Oh yeah we definitely need more toxic men around, they're really good at fuck-all.",0.7675452,1.0,1
1598,phleng-mssge-3,Feminists are all a bunch of whiny idiots.,0.91625386,1.0,1
12,gbr-mssge-13,"Ok, start in my kitchen and we'll see how it goes lol",0.1269396,0.0,1
518,indeng-mssge-120,We should all eat meat for our own health,0.035691574,0.0,1
2370,usa-mssge-376,SUV-hating bastards need to get a fucking grip!,0.9061063,1.0,1
1484,phl-mssge-288,Ang mga komunista ay dapat pigilan sa pagsira sa bansang ito.,0.2922276,0.0,1
496,indeng-mssge-98,The radical woke leftists all need a punch in the face.,0.74954444,1.0,1
1069,nig-mssge-272,religion_l_group.jpeg,0.03639866,0.0,1
168,gbr-mssge-169,I'd like to punch some sense into you.,0.5532103,1.0,1
57,gbr-mssge-58,Toxic men should all be shot!,0.743089,1.0,1
1322,phl-mssge-126,Ang mga vegan ay kailangang piliting kumain ng karne.,0.20572066,0.0,1
1205,phl-mssge-9,Sana'y may sumuntok sa mukha mo.,0.5940531,1.0,1
1233,phl-mssge-37,Malinaw na resulta ka ng mahihinang hene o genes!,0.43296707,0.0,1
1093,nig-mssge-296,Communists should be hunted for sport!,0.3389984,0.0,1
1501,phl-mssge-305,Isa kang kapitalista't bastardong walang-puso.,0.8364697,1.0,1
1400,phl-mssge-204,Ang mga Liberalista ay dapat pigilan sa pagkalat ng kasinungalingan.,0.3266089,0.0,1
1979,phleng-mssge-384,cars_l_group.jpeg,0.019980038,0.0,1
1401,phl-mssge-205,Ang mga Liberalista ay dapat buwagin at hatulan ng pagtataksil!,0.39644176,0.0,1
2028,usa-mssge-34,Crybaby men are a total waste of space.,0.5362655,1.0,1
828,nig-mssge-31,feminism_r_personal.jpeg,0.061444655,0.0,1
953,nig-mssge-156,Climate alarmists should all be run over by SUVs!,0.54744303,1.0,1
1549,phl-mssge-353,Mamatay kang 'di nagtitiwala sa kapulisan!,0.44827121,0.0,1
314,gbr-mssge-315,inequality_r_personal.jpeg,0.027324399,0.0,1
2305,usa-mssge-311,I hope someone puts your head on a spike!,0.6667219,1.0,1
1500,phl-mssge-304,Ang mga kapitalista ay mga walang-pusong bastardo.,0.8696708,1.0,1
836,nig-mssge-39,"Punch all weak men, make them strong as they ought to.",0.60325533,1.0,1
1844,phleng-mssge-249,"You're a homophobic, insecure loser.",0.85333383,1.0,1
2223,usa-mssge-229,"""ooo I'm a Republican and anyone who disagrees with me is a communist!"" lol",0.29771072,0.0,1
1294,phl-mssge-98,Ang lahat ng mga radikal at makakaliwang woke ay kailangang suntukin sa mukha.,0.6615786,1.0,1
626,indeng-mssge-228,"Sanghis are so weak, they can't win elections unless they cheat.",0.47787863,0.0,1
1873,phleng-mssge-278,Religious bigots are stupid as fuck!,0.9563754,1.0,1
364,gbr-mssge-365,"I hope someone tases you, police-lover",0.5195707,1.0,1
588,indeng-mssge-190,Stop hurting people. Hate should be banned from the internet.,0.123468354,0.0,1
2341,usa-mssge-347,You must be soft in the head,0.38434127,0.0,1
332,gbr-mssge-333,You are an idiotic sheep,0.9248995,1.0,1
1805,phleng-mssge-210,Liberalistas need to have their stupidity punched out of them. mmie bastard!,0.8778702,1.0,1
2066,usa-mssge-72,Immigrants should all be exterminated like vermin!,0.85173553,1.0,1
640,indeng-mssge-242,Uh oh the homos are squealing about their rights again,0.5721988,1.0,1
2116,usa-mssge-122,Vegans are all ignorant elitists.,0.68408644,1.0,1
1288,phl-mssge-92,"Ang ""wokeness"" ay hindi dapat ituro sa paaralan.",0.11067997,0.0,1
2381,usa-mssge-387,SUVs should be banned!,0.05205809,0.0,1
490,indeng-mssge-92,"All this ""wokeness"" shouldn't be taught in schools.",0.15490346,0.0,1
602,indeng-mssge-204,Congress Party should be stopped from spreading lies,0.30439767,0.0,1
156,gbr-mssge-157,I'd like to run you over with my 4x4!,0.5480787,1.0,1
858,nig-mssge-61,"Aw do you need some big, strong men to take care of you, honey?",0.1537979,0.0,1
762,indeng-mssge-364,All policemen should be lathicharged,0.37751234,0.0,1
1015,nig-mssge-218,PDP should be stopped from spreading lies.,0.2412222,0.0,1
2309,usa-mssge-315,inequality_r_personal.jpeg,0.027677942,0.0,1
1103,nig-mssge-306,Capitalist pigs are the ones to blame!,0.6852916,1.0,1
2150,usa-mssge-156,Climate alarmists should all be run over by SUVs!,0.54744303,1.0,1
1938,phleng-mssge-343,nationalism_r_personal.jpeg,0.06500591,0.0,1
2377,usa-mssge-383,"haha I bet you don't even know how to drive, so why do you care?",0.3260917,0.0,1
1121,nig-mssge-324,Traitors should be stamped out like pests!,0.568186,1.0,1
911,nig-mssge-114,Racists should all be violently purged from society!,0.5779532,1.0,1
95,gbr-mssge-96,The woke brigade are all cancel culture morons!,0.7570315,1.0,1
1962,phleng-mssge-367,Die you police-lover!,0.76197964,1.0,1
1987,phleng-mssge-392,Motorcycle-lovers need a hard kick.,0.6738745,1.0,1
708,indeng-mssge-310,We should hang all the capitalists on the street!,0.6943677,1.0,1
1628,phleng-mssge-33,All men should be required to serve in the army to toughen them up!,0.34804323,0.0,1
1790,phleng-mssge-195,You're just a fascist who's afraid to admit it!,0.57787937,1.0,1
483,indeng-mssge-85,"I hope someone punches you in the face, xenophobe.",0.85850734,1.0,1
1476,phl-mssge-280,Dapat suntukin sa mukha ang mga relihiyosong panatiko.,0.5940531,1.0,1
611,indeng-mssge-213,I should shoot you on sight!,0.8252207,1.0,1
1063,nig-mssge-266,All atheists will burn in hell.,0.89241093,1.0,1
548,indeng-mssge-150,Climate alarmists are naïve idiots.,0.85850734,1.0,1
1209,phl-mssge-13,"Sige, simulan mo sa kusina ko at tingnan natin kung ano ang mangyayari lol.",0.102626406,0.0,1
793,indeng-mssge-395,I hope you drive off a bridge and drown!,0.8460273,1.0,1
1228,phl-mssge-32,Kaunting oras lamang ang dapat na gugulin nga mga kalalakihan sa pag-iyak at mas maraming oras sa paghahanap-buhay.,0.22712809,0.0,1
689,indeng-mssge-291,"You're a total imbecile, you communist leftie",0.90451443,1.0,1
171,gbr-mssge-172,"Hmm I think climate skeptics are pretty overrated, lol",0.20219094,0.0,1
193,gbr-mssge-194,Free speech warriors are just shitposting fascists!,0.76197964,1.0,1
2245,usa-mssge-251,You're an idiotic breeder!,0.8988238,1.0,1
1986,phleng-mssge-391,You're rude and act as if you’re king of the road!,0.5678696,1.0,1
1885,phleng-mssge-290,Communist lefties are total imbeciles,0.8540474,1.0,1
2162,usa-mssge-168,Climate skeptics should have some sense punched into them.,0.54744303,1.0,1
220,gbr-mssge-221,You're a right wing extremist ideologue.,0.2763787,0.0,1
544,indeng-mssge-146,vegans_r_group.jpeg,0.034748793,0.0,1
2374,usa-mssge-380,We should just run over all SUV-haters!,0.48617232,0.0,1
1738,phleng-mssge-143,I hope someone butchers and sells you for meat!,0.47796977,0.0,1
1776,phleng-mssge-181,You're a social justice warrior communist!,0.11171334,0.0,1
173,gbr-mssge-174,climate_r_group.jpeg,0.0201057,0.0,1
646,indeng-mssge-248,Homophobes are all insecure losers.,0.6852916,1.0,1
1177,nig-mssge-380,"We should just run over all SUV-haters, abeg!",0.44942492,0.0,1
1801,phleng-mssge-206,Liberalistas are a bunch of do-nothing losers.,0.7344449,1.0,1
1725,phleng-mssge-130,"We'd be better off if vegans would finally shut the fuck up, lol",0.89241093,1.0,1
721,indeng-mssge-323,"You should be punched in the face, traitor",0.8540474,1.0,1
1119,nig-mssge-322,All traitors should be punched in the face.,0.78207105,1.0,1
426,indeng-mssge-28,"Oh yeah, stay-at-home mums are the best. That's why society doesn't pay them.",0.063423134,0.0,1
2272,usa-mssge-278,Religious bigots are stupid as fuck!,0.9563754,1.0,1
701,indeng-mssge-303,Capitalists should all be thrown in jail for defrauding society like this!,0.44393396,0.0,1
751,indeng-mssge-353,Die you police-hater!,0.7998551,1.0,1
1190,nig-mssge-393,I should kick your ass,0.944597,1.0,1
1321,phl-mssge-125,Isa ka lamang maruming hippie!,0.47630358,0.0,1
1239,phl-mssge-43,Dapat kang magahasa!,0.05354243,0.0,1
1010,nig-mssge-213,I ought to stab you on sight!,0.8252207,1.0,1
907,nig-mssge-110,All racist whites are pigs!,0.9029226,1.0,1
308,gbr-mssge-309,I hope someone beats you with a bat,0.73663366,1.0,1
1784,phleng-mssge-189,freespeech_l_personal.jpeg,0.023317585,0.0,1
1167,nig-mssge-370,police_r_group.jpeg,0.027913637,0.0,1
2301,usa-mssge-307,"You're the one to blame, capitalist pig!",0.7998551,1.0,1
1363,phl-mssge-167,Bobo! Ang utak mo'y napakaliit para makasunod sa siyensiya!,0.7762574,1.0,1
1219,phl-mssge-23,Isa kang linta sa sistema!,0.48228607,0.0,1
784,indeng-mssge-386,SUVs should not be allowed to park in cities.,0.027206551,0.0,1
1568,phl-mssge-372,Itong uri ng pagkasuklam sa mga motorsiklista ay hindi dapat payagan sa Internet.,0.15711457,0.0,1
2134,usa-mssge-140,Meat-eaters should all be tased with cattle prods,0.42349213,0.0,1
1908,phleng-mssge-313,"Lol that's some convenient logic, better hope you never end up poor",0.25462922,0.0,1
