,id,text,score,predicted_label,true_label
90,tur-mssge-91,immigrants_r_personal.jpeg,,,1
239,tur-mssge-240,Tüm eşcinsellere ölüm!,,,1
120,tur-mssge-121,"Veganların çocuk sahibi olması kanunen yasaklanmalı, çocuğa karşı şiddet bu!",,,1
64,tur-mssge-65,Hükümet daha çok göçmeni sınır dışı etmeli!,,,1
235,tur-mssge-236,Eşcinseller iğrenç ibnelerdir!,,,1
193,tur-mssge-194,İfade özgürlüğü yanlıları aslında bir avuç faşist trol.,,,1
160,tur-mssge-161,climate_l_personal.jpeg,,,1
360,tur-mssge-361,Sen polis-aşığı bir piçsin.,,,1
132,tur-mssge-133,vegans_l_personal.jpeg,,,1
9,tur-mssge-10,Feministler tecavüzü hak ediyor!,,,1
256,tur-mssge-257,"Hmm, peki kimsenin seninle evlenmek isteyeceğini düşünüyor musun? Haha",,,1
333,tur-mssge-334,“Milliyetçiler” hep yalancı ve propagandacı tiplerdir!,,,1
284,tur-mssge-285,"Hala peri masallarına inanıyorsun, değil mi? Haha",,,1
88,tur-mssge-89,"Ooo, birileri koyu tenli, korkutucu insanlar tarafından tehdide uğradığını hissetmiş!",,,1
80,tur-mssge-81,"Sen hastalıklı, yobaz bir zavallısın.",,,1
354,tur-mssge-355,Evet! Hadi polisin ödeneğini keselim de ne kadar süre sağ kalırsın göreli! Haha,,,1
110,tur-mssge-111,Seni ırkçı köpek!,,,1
364,tur-mssge-365,"Umarım biri sana elektroşok verir, polis aşığı",,,1
65,tur-mssge-66,Göçmenlerin çoğu cahil.,,,1
214,tur-mssge-215,“Ooo ben bir CHP’liyim ve fikirlerime katılmayan herkes faşisttir!” haha,,,1
245,tur-mssge-246,Homofobik aşırılıkçılık yasaklanmalı,,,1
189,tur-mssge-190,İnsanların canını yakmayı bırak. Nefret internette yasaklanmalı.,,,1
393,tur-mssge-394,Spor araba sevicilerin hepsinin köprüden aşağı atılıp boğulmaya bırakılmaları lazım!,,,1
392,tur-mssge-393,Senin kıçına bir tekme yapıştırmam lazım,,,1
159,tur-mssge-160,climate_l_group.jpeg,,,1
39,tur-mssge-40,Tekme tokat dövülmen lazım senin.,,,1
221,tur-mssge-222,AKP’liler yobaz köpeklerden ibaret!,,,1
362,tur-mssge-363,Sen iğrenç bir köpeksin!,,,1
383,tur-mssge-384,cars_l_group.jpeg,,,1
111,tur-mssge-112,Tüm ırkçıları evire çevire dövmek lazım.,,,1
351,tur-mssge-352,Tüm polis düşmanlarına ölüm!,,,1
119,tur-mssge-120,Sağlığımız için hepimiz et tüketmeliyiz.,,,1
263,tur-mssge-264,Ateistlerin hepsi pislik kafirlerdir!,,,1
126,tur-mssge-127,Sana zorla hamburger yedirmeliyim.,,,1
397,tur-mssge-398,cars_r_group.jpeg,,,1
5,tur-mssge-6,Sen hanımköylü bir yumuşaksın!,,,1
288,tur-mssge-289,Tüm komünistler demokrasiyi tehdit ettikleri gerekçesiyle hapse atılmalı.,,,1
247,tur-mssge-248,Homofobikler güvensiz zavallılardan ibaret.,,,1
326,tur-mssge-327,"Merak etme, ülken de senin adına utanıyor",,,1
190,tur-mssge-191,İnsanların canını yakmayı bırak! Nefret yayan insanlar hapse atılmalı!,,,1
179,tur-mssge-180,Tüm SJW’ler tehlikeli solculardan oluşuyor.,,,1
15,tur-mssge-16,“Evde kal” anneleri kendilerine gerçek bir iş bulmalı.,,,1
34,tur-mssge-35,Sen bir yer israfısın.,,,1
89,tur-mssge-90,immigrants_r_group.jpeg,,,1
376,tur-mssge-377,"Git kendine bir araba al, seni araç düşmanı piç!",,,1
226,tur-mssge-227,"Geber, AKP’li!",,,1
243,tur-mssge-244,homosexuality_l_group.jpeg,,,1
347,tur-mssge-348,"Polis düşmanlarının hepsi suçlulardan ibaret, yoksa polislerin ödeneğini kesmeyi neden istesinler?",,,1
112,tur-mssge-113,Umarım biri seni evire çevire döver.,,,1
154,tur-mssge-155,Senin evire çevire dövülmen lazım.,,,1
67,tur-mssge-68,Göçmenler pislik farelerdir!,,,1
191,tur-mssge-192,İfade özgürlüğü yanlıları aslında bir avuç ergen trol.,,,1
359,tur-mssge-360,Tüm polisler orospu çocuğudur.,,,1
72,tur-mssge-73,Senin böcek gibi imha edilmen lazım!,,,1
368,tur-mssge-369,"ayy, yavru polis memuru korunmaya ihtiyaç duyuyor!",,,1
310,tur-mssge-311,Umarım biri kelleni bir mızrağa asar!,,,1
228,tur-mssge-229,“Ooo ben bie AKP’liyim ve fikirlerime katılmayan herkes vatan hainidir!” haha,,,1
298,tur-mssge-299,"Oo, hayat senin için zor olmalı! Al, sana biraz sadaka",,,1
265,tur-mssge-266,Tüm ateistler cehennemde yanacak.,,,1
23,tur-mssge-24,“Evde kal” anneleri tekme tokat dövülmeli.,,,1
47,tur-mssge-48,Toksik erkekler internette kendilerine yer bulamamalı.,,,1
311,tur-mssge-312,"Kapitalistler ne kadar da sıcak, cana yakın kişiler, değil mi?",,,1
139,tur-mssge-140,Et yiyenleri ahıra kapatmak gerek,,,1
240,tur-mssge-241,Geber ibne!,,,1
61,tur-mssge-62,men_r_group.jpeg,,,1
327,tur-mssge-328,nationalism_l_group.jpeg,,,1
73,tur-mssge-74,"Ya evet, uyuşturucu satıcısı olmayan bir toplum hayal edemiyorum. Haha",,,1
357,tur-mssge-358,Polis kuvvetleri küçültülmeli,,,1
313,tur-mssge-314,inequality_r_group.jpeg,,,1
349,tur-mssge-350,Polis düşmanlarının sokak ortasında dövülmesi lazım,,,1
388,tur-mssge-389,Sen bencil bir moronsun.,,,1
123,tur-mssge-124,Veganlar bir avuç pasaklı hipiden ibaret!,,,1
104,tur-mssge-105,racism_l_personal.jpeg,,,1
187,tur-mssge-188,freespeech_l_group.jpeg,,,1
272,tur-mssge-273,religion_l_personal.jpeg,,,1
68,tur-mssge-69,Sen pislik bir göçmensin!,,,1
319,tur-mssge-320,Hainlerin ne olduklarının adı konmalı: Terörist pislik!,,,1
266,tur-mssge-267,Yakında cehennemde yanacaksın.,,,1
11,tur-mssge-12,Feministler beni hayrete düşürüyor; kendilerini çok zeki zannediyorlar.,,,1
2,tur-mssge-3,Feministler ağlak bir gerizekalı sürüsünden ibaret.,,,1
45,tur-mssge-46,men_l_group.jpeg,,,1
70,tur-mssge-71,Senin evire çevire dövülmen lazım.,,,1
203,tur-mssge-204,CHP’lilerin ortaya yalanlar saçması engellenmeli,,,1
212,tur-mssge-213,Seni gördüğüm yerde indirmem lazım.,,,1
3,tur-mssge-4,Seni ağlak gerizekalı,,,1
42,tur-mssge-43,Tecavüze uğraman lazım!,,,1
306,tur-mssge-307,"Senin suçun, kapitalist domuz!",,,1
208,tur-mssge-209,Sen komünist bir piçsin!,,,1
250,tur-mssge-251,Sen beyinsiz bir üreyicisin!,,,1
361,tur-mssge-362,Polisler iğrenç köpeklerdir!,,,1
152,tur-mssge-153,Sensin ekonomi düşmanı pislik ağaç kucaklayıcı!,,,1
267,tur-mssge-268,Tüm ateistleri idam edin!,,,1
290,tur-mssge-291,"Sen silme bir embesilsin, seni komünist solcu!",,,1
300,tur-mssge-301,inequality_l_personal.jpeg,,,1
375,tur-mssge-376,Spor araba düşmanı piçlerin ellerini direksiyona koyması gerek!,,,1
14,tur-mssge-15,feminism_l_personal.jpeg,,,1
182,tur-mssge-183,Tacizi hakediyorsun.,,,1
199,tur-mssge-200,"İfade özgürlüğü savaşçıları hep aynı: saçma postlar yüklüyorlar, birileri bunun salakça olduğunu söyleyince de oturup ağlıyorlar",,,1
71,tur-mssge-72,Göçmenlerin böcekler gibi imha edilmesi lazım!,,,1
381,tur-mssge-382,"Spor araç düşmanları dünyayı kurtaracaklarını zannediyorlar, ne beyinsizlik ama!",,,1
173,tur-mssge-174,climate_r_group.jpeg,,,1
77,tur-mssge-78,Yabancı düşmanlarına internette müsamaha gösterilmemeli.,,,1
79,tur-mssge-80,"Yabancı düşmanları hastalıklı, yobaz zavallılar.",,,1
207,tur-mssge-208,CHP’liler komünist piçlerden ibaret!,,,1
19,tur-mssge-20,Sen tembel bir patates çuvalısın.,,,1
218,tur-mssge-219,AKP vatana ihanetten yargılanmalı ve kapatılmalı!,,,1
389,tur-mssge-390,Spor araba sevicileri benzin canavarı suçlulardır!,,,1
198,tur-mssge-199,Sana zehirli gaz sıkmak lazım!,,,1
165,tur-mssge-166,İklim şüphecileri bilimi takip edemiyor çünkü beyinleri çok küçük!,,,1
167,tur-mssge-168,İklim şüphecilerine yumruk yoluyla biraz akıl-fikir zerk edilmeli.,,,1
371,tur-mssge-372,Bu tür bir spor araba düşmanlığına internette izin verilmemeli.,,,1
303,tur-mssge-304,Kapitalistler kalpsiz piçlerdir.,,,1
62,tur-mssge-63,men_r_personal.jpeg,,,1
76,tur-mssge-77,immigrants_l_personal.jpeg,,,1
40,tur-mssge-41,Zırlak oğlanlar hadım edilmeli!,,,1
270,tur-mssge-271,"Evine git ateist, sarhoşsun!",,,1
54,tur-mssge-55,Tembel bir orospusun sen!,,,1
59,tur-mssge-60,"Ah evet, gerçekten de daha fazla toksik erkeğe ihtiyacımız var, her şeyi sikip atmada iyiler.",,,1
13,tur-mssge-14,feminism_l_group.jpeg,,,1
171,tur-mssge-172,"Hmm, bence iklim şüphecilerine gereğinden fazla önem veriliyor, haha",,,1
346,tur-mssge-347,Senin beynin yanmış olmalı,,,1
231,tur-mssge-232,Eşcinsellik günahtır ve okullarda ağza alınmaması gerekir.,,,1
82,tur-mssge-83,Sen bir bayrak sevicisin!,,,1
118,tur-mssge-119,racism_r_personal.jpeg,,,1
215,tur-mssge-216,politics_l_group.jpeg,,,1
320,tur-mssge-321,"Sen bir terörist pisliksin, hain!",,,1
78,tur-mssge-79,Yabancı düşmanlarının vatandaşlığı iptal edilmeli ve ülkeden kovulmalılar!,,,1
294,tur-mssge-295,Sağlam bir dayağı hak ediyorsun.,,,1
74,tur-mssge-75,Neden göçmenlere taktın kafayı? Avcı falan mısın sen? Haha,,,1
348,tur-mssge-349,"Sen bir suçlu olmalısın, yoksa polislerin ödeneğini kesmeyi neden isteyesin?",,,1
97,tur-mssge-98,Tüm woke kafalıların dayaktan geçmesi lazım.,,,1
122,tur-mssge-123,Sen cahil bir züppesin.,,,1
91,tur-mssge-92,Bu “woke” tantanası okullarda öğretilmemeli.,,,1
295,tur-mssge-296,Komünistler keyif olsun diye avlanmalı,,,1
202,tur-mssge-203,freespeech_r_personal.jpeg,,,1
315,tur-mssge-316,Böylesi gayrı-vatanperver yorumlara internette izin verilmemeli.,,,1
335,tur-mssge-336,Tüm “milliyetçiler” şiddet düşkünüdür ve tekme tokat dövülmelidir.,,,1
116,tur-mssge-117,Vay! Senin ırkçılık konusunda böyle uzman olduğunu bilmiyordum.,,,1
246,tur-mssge-247,Homofobiklerin hapse atılması lazım!,,,1
299,tur-mssge-300,inequality_l_group.jpeg,,,1
170,tur-mssge-171,Gezegeni kurtarmanın en iyi yolu seni öldürmekten geçer!,,,1
337,tur-mssge-338,Tüm “milliyetçiler” bir uçurumdan aşağı atılmalı!,,,1
366,tur-mssge-367,"Geber, polis aşığı seni!",,,1
352,tur-mssge-353,Geber polis düşmanı!,,,1
332,tur-mssge-333,Sen beyinsiz bir koyunsun,,,1
302,tur-mssge-303,Kapitalistlerin hepsi toplumu böyle dolandırdıkları için hapse atılmalı!,,,1
144,tur-mssge-145,"Aaa, birileri kocaman, vahşi veganlar tarafından tehdide uğradığını mı hissediyor? Haha",,,1
180,tur-mssge-181,Sen bir SJW solcusun!,,,1
24,tur-mssge-25,Umarım biri seni evire çevire döver.,,,1
137,tur-mssge-138,Et yiyenler ilkel mağara adamlarından ibaret!,,,1
0,tur-mssge-1,Kadınlar kariyerlerine bu kadar odaklanmak yerine özverili anneler olmalılar.,,,1
127,tur-mssge-128,Veganların boyunlarına ilmek geçirip dana gibi kesmek gerek!,,,1
50,tur-mssge-51,Sen toksik bir moronsun.,,,1
22,tur-mssge-23,Sen sistemin bir asalağısın!,,,1
268,tur-mssge-269,Kafana bir kurşun sıkılması lazım!,,,1
281,tur-mssge-282,Dinci yobazların din uğruna şehit edilmesi gerek – o zaman görürüz kim boş bir hayat yaşıyormuş!,,,1
225,tur-mssge-226,Tüm AKP’lilere ölüm!,,,1
269,tur-mssge-270,"Ah tabi, ateistler kesinlikle de toplum için iyi pek çok şey yapıyor değil mi? Haha",,,1
25,tur-mssge-26,“Evde kal” annelerinin evleri ateşe verilmeli ve ölmeliler!,,,1
81,tur-mssge-82,Yabancı düşmanları bir avuç bayrak seviciden ibaret!,,,1
162,tur-mssge-163,İklim şüphecilerinin ülkeden kovulması gerek.,,,1
323,tur-mssge-324,Hainlerin kökünün böcekler gibi kazınması lazım!,,,1
260,tur-mssge-261,"Ateizm yasadışı ilan edilmeli, onların benimsediği hiçbir değer yok!",,,1
87,tur-mssge-88,Ah evet! Hitilerden başka kimsenin burada yeri yok! Haha,,,1
60,tur-mssge-61,"Ah, seninle ilgilenecek iri, güçlü bir adama mı ihtiyacın var canım?",,,1
151,tur-mssge-152,"İklim yaygaracıları ekonomiye düşman, pislik ağaç kucaklayıcılardan ibaret!",,,1
242,tur-mssge-243,"Haha, sakin ol! Himse ibneleri ve senin haklarını umursamıyor",,,1
98,tur-mssge-99,Woke’çuluğunun yumrukla iyileştirilmesi lazım.,,,1
107,tur-mssge-108,Tüm ırkçılar yobaz bok parçalarından ibaret.,,,1
124,tur-mssge-125,Sen pasaklı bir hipisin!,,,1
217,tur-mssge-218,AKP’lilerin ortaya yalanlar saçması engellenmeli,,,1
130,tur-mssge-131,Senin yemediğin her hamburger için ben iki tane yiyeceğim! Haha,,,1
386,tur-mssge-387,Spor arabalar yasaklanmalı!,,,1
234,tur-mssge-235,"Sen aptal, ibne bir hanım evladısın.",,,1
331,tur-mssge-332,“Milliyetçiler” beyinsiz koyunlardan ibaret,,,1
48,tur-mssge-49,Toksik erkeklerin iktidar sahibi olmalarını engelleyen bir yasa olmalı!,,,1
185,tur-mssge-186,SJW’ler: Adaletsizliğe karşı her seferinde bir post ile mücadele!,,,1
125,tur-mssge-126,Veganlara zorla et yedirilmeli.,,,1
292,tur-mssge-293,Sen tembel bir komünist pisliksin!,,,1
262,tur-mssge-263,Sen ukala bir bok parçasısın.,,,1
254,tur-mssge-255,Geber homofobik!,,,1
7,tur-mssge-8,Tüm feministler tekme tokat dövülmeli.,,,1
102,tur-mssge-103,"Haha, zavallılık için çok uygun bir bahane!",,,1
363,tur-mssge-364,Polislerin hepsine elektroşok vermek gerek,,,1
289,tur-mssge-290,Komünist solcular silme embesillerden ibaret,,,1
49,tur-mssge-50,Erkeklerin çoğu toksik moronlardır.,,,1
44,tur-mssge-45,"Tamam tatlım, git annene ağla, haha",,,1
168,tur-mssge-169,Sana yumruk yoluyla biraz akıl-fikir vermek isterim.,,,1
163,tur-mssge-164,İklim şüphecileri bilimi takip edemeyecek kadar aptal.,,,1
16,tur-mssge-17,Vergi ödemeyen “evde kal” annelerinin oy vermesine izin verilmemeli!,,,1
176,tur-mssge-177,İnsanları sansürlemeyi bırakın. SJW’lerin bu ülkeden kovulması gerek!,,,1
94,tur-mssge-95,"Sen aşırılıkçı bir delisin, kapa çeneni.",,,1
56,tur-mssge-57,Senin evire çevire dövülmen lazım.,,,1
219,tur-mssge-220,Sağcı AKP’liler aşırılıkçı ideologlardan ibaret.,,,1
380,tur-mssge-381,Spor arabamı üzerine sürmek istiyorum!,,,1
258,tur-mssge-259,homosexuality_r_personal.jpeg,,,1
374,tur-mssge-375,Sen aptal bir ağaç kucaklayıcısın,,,1
93,tur-mssge-94,Woke kafalı radikal solcular aşırılıkçı delilerden ibaret!,,,1
29,tur-mssge-30,feminism_r_group.jpeg,,,1
156,tur-mssge-157,Seni arabamla ezmek isterim aslında!,,,1
17,tur-mssge-18,“Evde kal” anneleri tembel patates çuvallarından ibaret.,,,1
133,tur-mssge-134,"Çocuklara et yedirmeyi durdurmalıyız, bu onlar için çok kötü",,,1
55,tur-mssge-56,Toksik erkekler tekme tokat dövülmeli.,,,1
314,tur-mssge-315,inequality_r_personal.jpeg,,,1
131,tur-mssge-132,vegans_l_group.jpeg,,,1
28,tur-mssge-29,"Evet, bence de annen en iyisiydi",,,1
367,tur-mssge-368,"Haha, bütün hayatlar önemli değil mi?",,,1
69,tur-mssge-70,Göçmenleri evire çevire dövmek lazım.,,,1
146,tur-mssge-147,vegans_r_personal.jpeg,,,1
273,tur-mssge-274,Din zararlıdır ve okullarda okutulmamalıdır.,,,1
378,tur-mssge-379,"Seni iyi bir tekmelemeliyim, spor araç düşmanı",,,1
252,tur-mssge-253,Suratına bir yumruk indirmek isterdim,,,1
149,tur-mssge-150,İlkim yaygaracıları naif gerizekalılardan ibaret.,,,1
322,tur-mssge-323,"Seni evire çevire dövmek gerek, hain",,,1
209,tur-mssge-210,CHP’lilerin aptallığının yumrukla iyileştirilmesi gerek.,,,1
83,tur-mssge-84,Yabancı düşmanlarını evire çevire dövmek lazım!,,,1
287,tur-mssge-288,Komünistlerin bu ülkeyi mahvetmesinin önüne geçmek gerek.,,,1
356,tur-mssge-357,police_l_personal.jpeg,,,1
205,tur-mssge-206,CHP’liler somut hiçbir şey yapmayan zavallılardan ibaret.,,,1
95,tur-mssge-96,Woke bölüğü aslında bir iptal kültürü zorbalarından ibaret!,,,1
57,tur-mssge-58,Tüm toksik erkekler kurşuna dizilmeli!,,,1
277,tur-mssge-278,Dinci yobazlar o kadar aptal ki!,,,1
283,tur-mssge-284,Boş olan tek şey insanların dularıdır,,,1
8,tur-mssge-9,Umarım biri seni evire çevire döver.,,,1
280,tur-mssge-281,Seni evire çevire dövmek istiyorum,,,1
197,tur-mssge-198,İfade özgürlüğü savaşçılarını bir araya getirilip üzerlerine zehirli gaz sıkmak lazım!,,,1
211,tur-mssge-212,Solcu CHP’lilerin görüldükleri yerde vurulması gerekir!,,,1
238,tur-mssge-239,Dayak yemeyi hakediyorsun,,,1
329,tur-mssge-330,"Milliyetçilik zararlıdır, okullarda teşvik edilmemelidir",,,1
305,tur-mssge-306,Suç kapitalist domuzlarda!,,,1
181,tur-mssge-182,SJW’ler tacizi hakediyor.,,,1
105,tur-mssge-106,Irkçılara internette müsamaha gösterilmemeli.,,,1
150,tur-mssge-151,"Sen naif, yaygaracı bir gerizekalısın.",,,1
169,tur-mssge-170,Gezegeni kurtarmak için iklim şüphecilerini öldürmek gerek!,,,1
224,tur-mssge-225,Sen bu toplumun bir illetisin ve tekme tokat dövülmen gerek.,,,1
31,tur-mssge-32,"Erkekler vakitlerini ağlamaya değil, para kazanmaya ayırmalı.",,,1
194,tur-mssge-195,Sen kendini kabullenmekten korkan bir faşistsin.,,,1
233,tur-mssge-234,Eşcinseller bir avuç aptal hanım evladından ibaret.,,,1
85,tur-mssge-86,Yabancı düşmanları evlerinden toplanıp vurulmalı!,,,1
12,tur-mssge-13,"Tamam, (yönetmeye) mutfağımdan başlayacağım ve nasıl gidecek göreceğiz.",,,1
276,tur-mssge-277,Sen insanların kafasına kutsal kitapla vuran bir koyunsun.,,,1
321,tur-mssge-322,Tüm hainlerin tekme tokat dövülmesi gerek.,,,1
338,tur-mssge-339,Umarım biri seni bir uçurumdan aşağı atar!,,,1
201,tur-mssge-202,freespeech_r_group.jpeg,,,1
344,tur-mssge-345,"Polis düşmanları tehlikelidir, hepsinin hapse atılması gerek!",,,1
379,tur-mssge-380,Arabalarımızı spor araç düşmanlarının üzerine sürmemiz gerek!,,,1
278,tur-mssge-279,O kadar aptalsın ki!,,,1
241,tur-mssge-242,"Ah, eşcinseller yine hakları konusunda cırlıyorlar",,,1
195,tur-mssge-196,Tüm ifade özgürlüğü savaşçıları tekme tokat dövülmeli.,,,1
128,tur-mssge-129,Umarım biri seni dana gibi keser!,,,1
336,tur-mssge-337,Sen bir şiddet düşkünüsün ve tekme tokat dövülmelisin,,,1
377,tur-mssge-378,Spor araba düşmanlarının kıçlarına iyi bir tekme yemesi gerek.,,,1
1,tur-mssge-2,Kadınların çalışmasına izin verilmemeli!,,,1
382,tur-mssge-383,"haha, eminim araba sürmeyi bile bilmiyorsundur, neden dert ediyorsun ki?",,,1
398,tur-mssge-399,cars_r_personal.jpeg,,,1
297,tur-mssge-298,Zenginleri vergilendirin mi? Yaşamak için gerçekten çalışan insanları mı kastediyorsun?,,,1
183,tur-mssge-184,Tüm SJW’lere ölüm!,,,1
293,tur-mssge-294,"Aileni koru, bir komünist döv!",,,1
140,tur-mssge-141,Umarım biri seni ahıra kapatır,,,1
394,tur-mssge-395,Umarım bir köprüden aşağı sürer ve boğulursun!,,,1
330,tur-mssge-331,Sözde “milliyetçiler” bu ülkenin zarar verdiği tüm insanlara tazminat ödemeye mecbur bırakılmalı,,,1
109,tur-mssge-110,Tüm ırkçılar köpektir!,,,1
143,tur-mssge-144,"Ha, evet, et yasaklayan şu yasalar... Bir saniye, bu hiçbir zaman gerçekleşmedi.",,,1
53,tur-mssge-54,Edepsiz avcı sensin!,,,1
103,tur-mssge-104,racism_l_group.jpeg,,,1
36,tur-mssge-37,Belli ki sen zayıf genlerin bir sonucusun!,,,1
184,tur-mssge-185,"Geber, seni SJW!",,,1
46,tur-mssge-47,men_l_personal.jpeg,,,1
164,tur-mssge-165,Sen bilimi takip edemeyecek kadar aptalsın.,,,1
136,tur-mssge-137,"İğrençsin, et yiyici.",,,1
4,tur-mssge-5,Tüm feministler tescilli orospulardır!,,,1
204,tur-mssge-205,CHP vatana ihanetten yargılanmalı ve kapatılmalı!,,,1
396,tur-mssge-397,"Haha, emini evde de hala oyuncak arabalarınla oynuyorsundur!",,,1
32,tur-mssge-33,Her erkeğin zorla askere alınıp adam edilmesi lazım!,,,1
324,tur-mssge-325,İlk görüldüğün yerde vurulman lazım senin!,,,1
325,tur-mssge-326,"Ülkemdeki tüm bu aptal, ağlak hainler adına utanıyorum",,,1
317,tur-mssge-318,Memnuniyetsiz hainlerin hepsi beyinsizdir.,,,1
216,tur-mssge-217,politics_l_personal.jpeg,,,1
334,tur-mssge-335,Sen bir yalancı ve propagandacısın!,,,1
355,tur-mssge-356,police_l_group.jpeg,,,1
304,tur-mssge-305,Sen kalpsiz bir kapitalist piçsin.,,,1
257,tur-mssge-258,homosexuality_r_group.jpeg,,,1
52,tur-mssge-53,Erkeklerin çoğu edepsiz avcılardan ibaret!,,,1
282,tur-mssge-283,Senin din uğruna şehit edilmen gerek – o zaman görürüz kim boş bir hayat yaşıyormuş!,,,1
249,tur-mssge-250,Homofobikler beyinsiz üreyicilerdir!,,,1
308,tur-mssge-309,Umarım biri seni odunla döver,,,1
43,tur-mssge-44,"Evet, 8 yaşındaki bir veledin duygularına sahip daha fazla erkeğe ihtiyacımız var",,,1
343,tur-mssge-344,Bu türden polis düşmanlığına internette izin verilmemeli,,,1
188,tur-mssge-189,freespeech_l_personal.jpeg,,,1
255,tur-mssge-256,Lezbiyen pornosu izleyen insanlar böyle diyor.,,,1
391,tur-mssge-392,Spor araba seviciler iyi bir tekmeyi hak ediyor,,,1
353,tur-mssge-354,"Haha, herkes polise işi düşene kadar polislerden nefret eder değil mi?",,,1
318,tur-mssge-319,Sen beyinsiz bir hainsin.,,,1
75,tur-mssge-76,immigrants_l_group.jpeg,,,1
66,tur-mssge-67,Belli ki biraz eğitim alman gerekiyor.,,,1
342,tur-mssge-343,nationalism_r_personal.jpeg,,,1
147,tur-mssge-148,İklim yaygaracılarının ortalığa yalanlar saçması engellenmeli,,,1
312,tur-mssge-313,"Haha, nasıl mantık ama! Ne yap et yoksul düşme sakın",,,1
341,tur-mssge-342,nationalism_r_group.jpeg,,,1
157,tur-mssge-158,Eveti hepimizi biraz güzel hava yüzünden öleceğiz..,,,1
37,tur-mssge-38,Belli ki ailen zayıf genlerin bir sonucu!,,,1
6,tur-mssge-7,Seni tescilli orospu!,,,1
206,tur-mssge-207,Sen hiçbir icraatı olmayan bir zavallı olmalısın.,,,1
316,tur-mssge-317,Hainler tehlikelidir! Tutuklanıp hapse atılmalılar!,,,1
222,tur-mssge-223,Sen yobaz bir köpeksin!,,,1
259,tur-mssge-260,Din önemlidir ve okullarda öğretilmelidir.,,,1
129,tur-mssge-130,"Veganlar çenelerini kaparsa kafamız rahatlayacak, haha",,,1
223,tur-mssge-224,"Tüm AKP’lileri dövün, onlar toplumun bir illeti!",,,1
84,tur-mssge-85,"Umarım biri seni evire çevire döver, yabancı düşmanı.",,,1
18,tur-mssge-19,Sen bir şovenistsin,,,1
96,tur-mssge-97,Sen bir iptal kültürü zorbasısın!,,,1
261,tur-mssge-262,Ateistler ukala bok parçalarından ibaret.,,,1
285,tur-mssge-286,religion_r_group.jpeg,,,1
232,tur-mssge-233,Eşcinsellerin hapse atılması gerek!,,,1
172,tur-mssge-173,"Tabi, birbiriyle uzlaşan bilimsel görüşler yerine seni dinleyelim.",,,1
141,tur-mssge-142,Et yiyicilerin etlerinin kesilip satılması gerek!,,,1
38,tur-mssge-39,"Tüm zayıf erkekleri dövün, sağlam adamlar edin onları.",,,1
21,tur-mssge-22,Şovenist erkek domuz!,,,1
148,tur-mssge-149,İklim yaygaracılarının ülkeden kovulması gerek!,,,1
114,tur-mssge-115,Senin toplumdan gözünün yaşına bakılmadan dışlanman gerek!,,,1
175,tur-mssge-176,İnsanları sansürlemeyi bırakın. Söylenmesine izin verilmeyecek HİÇBİR ŞEY yoktur.,,,1
86,tur-mssge-87,Umarım biri seni sokakta vurur!,,,1
210,tur-mssge-211,Solcu olduğun için tekme tokat dövülmen lazım.,,,1
264,tur-mssge-265,Sen pislik bir kafirsin!,,,1
229,tur-mssge-230,politics_r_group.jpeg,,,1
27,tur-mssge-28,"Evet, “evde kal” anneleri bir harika. Bu yüzden toplum onlara ödeme yapmıyor.",,,1
